name,link,category,businessDescription,basedIn,tags,totalFunding,founded,website,companyStatus,linkedin,country,longBusinessDescription
Sortask,https://www.eu-startups.com/directory/sortask/,Austria,"Our application will automatically track and display project status by analyzing emails from involved personnel (via connections like Gmail, Outlook, Apple Mail etc.) Users can create projects, and AI will categorize emails, summarize statuses, and generate ""To-Do Lists"" for tasks identified in the emails. Employees can manage tasks, set priorities, and communicate within the app with other employees and managers.",Graz,"Software Development, AI, App",Between €100K-€500K,2025,https://www.sortask.com,Active,https://www.linkedin.com/company/sortask/,AT,
arterioscope,https://www.eu-startups.com/directory/arterioscope/,Austria,"arterioscope's AI-ECG solution is a cloud-based software designed to provide real-time, non-invasive diagnostics for early detection and risk assessment of cardiac dysfunction. The technology integrates seamlessly with standard ECG devices, offering over 90% sensitivity and specificity in analyzing cardiac biomarkers like NT-proBNP directly from ECG data. Our solution is tailored for use by cardiologists, general practitioners, and the pharmaceutical industry, enabling clinical diagnostics, streamlined patient care, and enhanced data collection for clinical trials.",Graz,"Software Development, AI, Health Tech",Between €500K-€ 1 million,2025,https://www.arterioscope.com,Active,https://www.linkedin.com/company/arterioscope/,AT,
Diamens FlexCo,https://www.eu-startups.com/directory/diamens-flexco/,Austria,"Menstrual pain leading to fainting, unfulfilled desire to have children, and pain during intercourse – Endometriosis affects 10% of women worldwide. Many suffer silently without proper treatment and go undiagnosed for up to 12 years due to the invasive and expensive surgical diagnostic methods currently in use. Diamens offers a revolutionary diagnostic test for endometriosis that uses menstrual blood, enabling a quick, pain-free, and cost-effective diagnosis within days, without requiring a doctor’s visit.",Linz,"Endometriosis, Medical science, Women health",Between €500K-€ 1 million,2024,https://diamens.org/,Active,https://www.linkedin.com/company/diamens/,AT,
TACD Solutions,https://www.eu-startups.com/directory/tacd-solutions/,Austria,"TACD Solutions offers Shiftix, a digital shift planning solution tailored for healthcare institutions. Our technology automates and optimizes workforce scheduling by integrating rule-based algorithms, compliance checks, and real-time adjustments, ensuring efficient and legally compliant staff management. The platform provides mobile accessibility, automated shift swapping, and real-time dashboard insights, reducing administrative effort while enhancing employee satisfaction.",Vienna,"Software Development, Healthcare, Mobile accessibility, Automated shift swapping",Between €100K-€500K,2024,https://www.tacd-solutions.com,Active,https://www.linkedin.com/company/tacdsolutions/,AT,
Rootery Coffee,https://www.eu-startups.com/directory/rootery-coffee/,Austria,Coffee capsules filled with an alternative granule that is farmed in Europe and 100% sustainable. The coffee taste is imitated and another pro argument is that the raw material is a medical plant that contains lots of natural health accelerators. This product is replacing conventional coffee capsules and providing a healthy and sustainable way to enjoy coffee.,Austria,"Sustainability, Healthy, Raw materials",Between €100K-€500K,2024,https://www.rootery-coffee.com/,Active,,AT,
MakeMeABook,https://www.eu-startups.com/directory/makemeabook/,Austria,"We create personalized children's books by blending AI technology with human artistry. Simply answer a few questions on our website, and we'll craft a unique story that reflects your child's world while sharing positive values, illustrated in the distinctive style of our collaborating artists. Crafting Truly Individual Books.",Vienna,"Book Publishing, Custom illustrations, Story Telling",Between €100K-€500K,2024,https://www.makemeabook.com,Active,https://www.linkedin.com/company/makemeabook/,AT,
Agri Spectra AI,https://www.eu-startups.com/directory/agri-spectra-ai/,Austria,"AgriSpectra AI leverages AI, hyperspectral imaging, drones, and IoT devices to provide real-time plant disease detection for farmers. Our technology analyzes hyperspectral data to detect early signs of disease, enabling timely intervention and reduced crop loss. We operate on a B2B and B2G model, partnering with agricultural cooperatives, research institutions, and government bodies to integrate our solution into precision farming.",Vienna,"Precision Agriculture, Sustainable Agriculture, Plant Disease Detection, Crop Monitoring",Between €100K-€500K,2023,https://agri-spectra.com/,Active,https://www.linkedin.com/company/agri-spectra-ai/,AT,
ZickZak,https://www.eu-startups.com/directory/zickzak/,Austria,"ZickZak is an online recruitment platform that connects Gen Z and Alpha job seekers with employers through short-form videos and AI-powered matching algorithms. The platform enables users to create 30-second video introductions and swipe to find the right opportunities, while companies use AI to identify top candidates and streamline hiring. ZickZak monetises through subscription plans and premium features for employers, ensuring an engaging and efficient hiring experience.",Austria,"Staffing, Recruiting, AI",Between €100K-€500K,2023,https://zickzak.com,Active,https://www.linkedin.com/company/zickzak/,AT,
Neworn,https://www.eu-startups.com/directory/neworn/,Austria,"Neworn is a circular economy platform for pre-loved children's clothing and accessories, as well as the sale of unsold new items. Neworn's goal is to reduce clothing waste, pollution and resource consumption in the textile industry. We support parents in making sustainable purchasing decisions and offer a platform for the trustworthy sale and purchase of high-quality children's clothing and accessories and reward them with exclusive discounts from our partner companies.",Vienna,"Retail, Recyclable Materials, Used Merchandise",Between €100K-€500K,2023,https://www.neworn.com/,Active,https://www.linkedin.com/company/neworn/?,AT,
Syntropic Medical,https://www.eu-startups.com/directory/syntropic-medical/,Austria,"Syntropic Medical is developing a non-invasive wearable medical device designed to treat individuals with Major Depressive Disorder (MDD) using flickering light therapy. 

 With a form factor similar to a pair of safety goggles, light-based neurostimulation is delivered through the eyes to promote neuroplasticity in the brain, targeting the root neurobiological changes associated with MDD rather than solely managing symptoms. 
 
 By promoting a flexible, adaptive state in the brain, it has the potential to offer rapid, sustained symptom relief with minimal side effects all whilst being delivered from the comfort of one’s home, transforming the treatment landscape for MDD and providing an effective, accessible alternative for millions of individuals struggling with this debilitating condition.",Vienna,"Medical Equipment, Manufacturing, Treatments",Between €500K-€ 1 million,2023,https://syntropicmedical.com/,Active,https://www.linkedin.com/company/syntropicmedical/,AT,
HMW,https://www.eu-startups.com/directory/hmw/,Austria,"HMW will enable affordable, cool and green mobility. Inspired by the brand’s unique heritage, we will revive HMW (est. 1948 in Austria) as future mobility provider. HMW is a historic Austrian brand, renowned for its innovative designs that have transformed everyday life.",Ybbsitz,"Mobility, Electromobility, Vehicle construction",Between €500K-€ 1 million,2023,https://www.hmw-mobility.com/en/home/,Active,https://www.linkedin.com/company/hmw-mobilit,AT,
Planet Abled,https://www.eu-startups.com/directory/planet-abled/,Austria,Planet Abled makes tourism accessible and inclusive for people with all types of disabilities and the elderly. We design holidays and use that on-ground experience to build the competency and capacity of destinations and other tourism and hospitality businesses to become accessible and inclusive by design through our training and consulting programs. Mainstreaming Accessibility and Inclusion in the Tourism and Hospitality Industry.,Vienna,"Sustainable Tourism , Inclusive Travel , Accessible Travel",Between €100K-€500K,2023,https://planetabled.com/,Active,https://www.linkedin.com/company/planet-abled/,AT,
Dexla,https://www.eu-startups.com/directory/dexla/,Austria,"NeuroLimb AI is a project in Dexla. It is all about helping disabled people by making prosthetics smarter, not just fancier. Instead of reinventing the wheel (or the limb), we build an AI-powered control system that plugs into existing prosthetics, making them adaptive, intuitive, and way more natural to use.",Austria,"AI, Digital technologies, Big Data Analysis",Between €100K-€500K,2023,https://www.dexla.at,Active,,AT,
Planet Matters,https://www.eu-startups.com/directory/planet-matters/,Austria,"Planet Matter developed a mobile app gamifying trash cleanups by rewarding individuals with our proprietary digital currency, “Planet Coins,” every time they pick up trash. Each piece of debris is tracked in real-time, enabling partner businesses to measure and showcase their sustainability impact while providing rewards such as discounts, vouchers, and free trials for Planet Coins in the in app shop. Since the launch of our movement in 2022, we have built a global community of over three million followers across 30+ countries, earned coverage from 50+ media outlets (including CNN and EuroNews), and received distinctions like the Austrian SDG Award 2023 and a spot on the DACH Forbes 30 Under 30 list.",Vienna,"Environment, Waste Management, Sustainable Tourism",Between €100K-€500K,2022,https://www.planetmatters.net,Active,,AT,
VERDI Solutions,https://www.eu-startups.com/directory/verdi-solutions/,Austria,"VERDI Solutions is an Austrian startup developing personalized cancer vaccines. Our proprietary platform predicts each vaccine’s safety, efficacy, and quality at the individual level. We have established collaborations with leading institutions and are in discussions with regulatory bodies to ensure a clear pathway to market.",Vienna,"Biotechnology Research, Analyzing genomics, Transcriptomics data",Between €100K-€500K,2022,https://www.verdisolution.com,Active,https://www.linkedin.com/company/verdi-solutions-gmbh/,AT,
Matara,https://www.eu-startups.com/directory/matara/,Austria,"Matara combines innovative technology with a passion for education to deliver an exceptional learning experience. Our platform offers free theory videos and premium content for €49.90 per year, including practice videos, solved exams, and interactive resources to prepare students. Through our B2B partnerships, we collaborate with educational institutions and companies to sponsor young talents and support their first steps toward the professional world, seamlessly bridging education and industry.",Vienna,"Learning Mathematics, Online Platform, Education",Between €100K-€500K,2022,https://mathematik-lernplattform.com/,Active,https://www.linkedin.com/company/matara/about/,AT,
MATR,https://www.eu-startups.com/directory/matr/,Austria,"MATR is an award-winning circular economy company based in Vienna offering an innovative mattress-as-a-service solution to hotels. Their mission is to save hotels time, money and CO2, all whilst providing their guests with a premium sleep experience. The company was founded in 2022 by Verena and Michaela, two impact-driven entrepreneurs passionate about designing out waste from the mattress industry.",Vienna,"Hospitality, Entrepreneurs, Innovative",Between €1-€100K,2022,https://matr.eco/en/,Active,https://www.linkedin.com/company/makesleepm,AT,
energiedigital,https://www.eu-startups.com/directory/energiedigital/,Austria,"Energiedigital plans, implements, and optimizes decentralized energy solutions for buildings and neighborhoods. Our customers include both private individuals in single-family homes and commercial customers in residential and neighborhood development. Use local, green energy and save costs and CO2 emissions! Register now at www.energiedigital.at",Graz,"Software Development, Hardware components, IoT",No funding announced yet,2022,https://www.energiedigital.at,Active,https://www.linkedin.com/company/energiedigital/,AT,
SpawnX,https://www.eu-startups.com/directory/spawnx/,Austria,"Automated distributed turnkey mushroom farms with minimum mushroom net cost. The world faces shortage of ultra-fresh locally grown food. We need to move to local production because of logistics, pandemics, geopolitics and climate change.",Graz,"Agriculture, Construction, Mining Machinery Manufacturing",Between €500K-€ 1 million,2022,https://spawnx.at/,Active,https://www.linkedin.com/company/spawnx/,AT,
AI Manga Translator,https://www.eu-startups.com/directory/ai-manga-translator/,Austria,AI Manga Translator lets you translate your favorite comics or scans into multiple languages easily and quickly. Our products can be translated while maintaining the structure of the original image.,"245 Wo Lung Street, Fanling, North District, Hong Kong","AI,Browser Extensions,Business",Between €1-€100K,2023,https://aimangatranslator.com/,Active,,AT,"AI Manga Translator is an advanced online tool designed for translating manga and comic scans into multiple languages with precision. The platform uses AI-powered engines like DeepL and LLM APIs to deliver high-quality translations while preserving the original layout of the images. It supports a variety of languages and offers batch translation capabilities, making it ideal for users who need to translate multiple pages at once. This service is perfect for manga enthusiasts and creators aiming to reach a global audience efficiently."
Owl Email,https://www.eu-startups.com/directory/owl-email/,Austria,"Whether you're a solopreneur, agency, or growing startup, Owl Email is your all in one B2B cold email platform that helps you find leads, personalize outreach, automate follow ups, and boost conversion without burning hours in your inbox.",villach,"email marketing, b2b sales, b2b marketing, saas",No funding announced yet,2025,https://www.owlemail.com,Active,,AT,
Openmart,https://www.eu-startups.com/directory/openmart/,Austria,Find local business owner contacts in seconds,"245 Wo Lung Street, Fanling, North District, Hong Kong",Cold Emails,Between €1-€100K,2024,https://www.openmart.com,Active,,AT,"What is Openmart  Openmart is a sales intelligence platform designed to automate the process of finding high-compatible local business leads for small and medium-sized businesses (SMBs). It leverages AI technology to streamline sales research, allowing users to focus on closing deals rather than spending time on lead qualification.  Features of Openmart  AI-Powered Lead Generation: Automatically find local business owner contacts based on custom criteria such as revenue and location. Real-Time Monitoring: Track business activity signals to stay updated on potential leads. Data Enrichment: Auto-fill missing information like emails and phone numbers to enhance lead profiles. CRM Integration: Seamlessly connect with existing CRM systems to deduplicate leads and ensure data accuracy. Customizable Filters: Use AI filters to refine lead searches and target specific business types or characteristics.  Use Cases of Openmart  Sales Teams: Quickly identify and reach out to decision-makers in local businesses to boost sales efficiency. Marketing Agencies: Utilize enriched data to create targeted marketing campaigns for specific industries. Real Estate Brokers: Find potential clients and property owners based on specific geographic and financial criteria. Investment Firms: Discover new investment opportunities by tracking business growth signals in real-time. Tech Startups: Leverage AI to find and connect with potential partners or clients in the SMB sector."
Paralino,https://www.eu-startups.com/directory/paralino/,Austria,"Fun, Private and encrypted location sharing",Salzburg,"Lifestyle, Privacy, Mobile App, Location Sharing",No funding announced yet,2024,https://paralino.com,Active,,AT,"Paralino is a private and end-to-end encrypted location sharing app. Available for both iOS and Android, it allows for secure location sharing across all mobile devices.
Key Features
- Cross platform, end-to-end encrypted location sharing: Share your real-time location securely across all devices with end-to-end encryption that ensures only authorized contacts can access your whereabouts.
- Place Alerts: Create custom geofences and receive instant notifications when family members arrive at or leave important locations like home, school, or work.
- Full sharing control: Choose exactly what information to share and for how long, with the freedom to pause or stop location sharing at any moment.
- Multiple device support: Connect and monitor all your family's devices under a single account, creating separate groups with different privacy settings for each.
- Device Status Monitoring: View comprehensive device information including battery level, speed, elevation, and network status, with complete control over which details are shared with others.
Benefits
- Feature rich: Access a comprehensive suite of tools including real-time tracking, geofencing, battery monitoring, and group sharing—all within a clean, intuitive interface that requires no compromise on functionality or privacy.
- Peace of mind: Stay connected with loved ones in real-time and receive instant alerts about their safety, providing reassurance without intrusive monitoring.
- Full privacy: Your location data is protected with end-to-end encryption and never leaves your device in plain text, ensuring only those you explicitly authorize can access your whereabouts.
- Based in EU: Enjoy the highest level of data protection under strict GDPR compliance, with everything working exclusively within the European Union.
Use Case
Paralino is a perfect family safety tool, it keeps your loved ones connected without any privacy drawbacks. It is a great travel tracker allowing you to share your location during trips and outdoor activities. You can also use it solo as a personal phone finder and easily locate and track your own devices."
IntelliQ,https://www.eu-startups.com/directory/intelliq/,Austria,"AI-powered quiz platform for curious minds. IntelliQ makes learning fun with multiplayer modes, document-based quizzes, and personalized content.",Vienna,"EdTech, AI, Quiz Platform, SaaS",No funding announced yet,2023,https://www.intelliq.dev/,Active,https://www.linkedin.com/company/intelliq-arcsolutions/,AT,"IntelliQ is an AI-powered quiz platform designed to make learning more dynamic, personal, and engaging. Users can generate quizzes on any topic, test their knowledge solo or in real-time multiplayer battles, and even upload documents to generate personalized quiz content. Whether it's for students, lifelong learners, or teams, IntelliQ adapts to your knowledge level and learning style.
Our platform includes bookmarking, tracking progress, sharing scores, and customizing quiz difficulty. Built with cutting-edge tools like OpenAI, Supabase, Next.js, and Vercel, IntelliQ brings modern learning to life."
Stateshift,https://www.eu-startups.com/directory/stateshift/,Austria,Stateshift is an app to unlock powerful states inside your nervous system.,Boulder,saas,Between €1-€100K,2024,https://stateshift.app,Active,,AT,More relaxing than a Swedish massage. Sharper focus than a double espresso. Stateshift is the app that taps into your nervous system to unlock powerful mental and physical states — available now on iOS and Android.
Larry Consulting,https://www.eu-startups.com/directory/larry-consulting/,Austria,Consulting service for data science projects.,Vienna,"data, consulting, ai, machine learning",No funding announced yet,2024,https://dialogic.at/,Active,,AT,
Rubii,https://www.eu-startups.com/directory/rubii/,Austria,"Join Rubii and take journey with AI characters! Create your characters, discover your AI friends. They are so intelligent and lifelike on Rubii.","245 Wo Lung Street, Fanling, North District, Hong Kong","Chat,Chatbots",Between €1-€100K,2024,https://rubii.ai,Active,,AT,"Join Rubii: Your Gateway to Lifelike AI Companions  Embark on an extraordinary journey with Rubii, where the boundaries between reality and artificial intelligence blur in the most captivating way possible. Rubii offers you the unique opportunity to create, customize, and connect with AI characters so intelligent and lifelike, they'll transform how you interact with technology forever.  Create Your Perfect AI Companion  On Rubii, you have the freedom to design characters that align perfectly with your interests, needs, and imagination. Whether you're seeking a thoughtful conversation partner, a creative collaborator, or simply a friendly presence to brighten your day, Rubii's intuitive character creation tools make it possible to bring your vision to life with remarkable precision and ease.  Premium Models at Your Fingertips  Experience the most advanced AI technology without breaking the bank! Rubii gives you access to the top three ranked AI models completely free of charge. Engage with Claude 3.7 Sonnet and Claude 3.5 Sonnet, renowned for their nuanced understanding and natural conversational abilities. Beyond Claude, explore other cutting-edge models like Grok and Gemini, each bringing unique capabilities and personalities to your interactions.  Lifelike Multimodal Experiences  What truly sets Rubii apart is the remarkable range of interactive features that make your AI companions feel genuinely present in your world:  Voice Conversations: Speak naturally with your AI friends and hear them respond in realistic, expressive voices. Voice Cloning: With permission, customize your character's voice to create a truly unique sonic identity. Image Generation: Watch as your characters create visual art, illustrations, and images based on your prompts. Video Generation: Take interaction to the next level with AI-generated videos that bring your characters into moving, visual reality. Group Chats: Host gatherings with multiple AI characters and friends, creating dynamic and entertaining exchanges. A Community of AI Enthusiasts Rubii isn't just a platform—it's a thriving community of forward-thinking individuals exploring the frontiers of human-AI interaction. Share your created characters, discover others' creations, and join discussions about the fascinating potential of personalized AI companions.  Learn, Create, and Grow  Your AI friends on Rubii aren't just entertainment—they're powerful tools for learning, creativity, and personal growth. Use them as language practice partners, creative writing collaborators, or knowledge companions who can help you explore new subjects and perspectives.  Begin Your AI Journey Today  The future of human-AI interaction is here, and it's more accessible and engaging than ever before. Join Rubii today and discover a world where AI characters become more than just tools—they become companions on your journey through an increasingly digital world.  Experience the revolution in personalized AI companionship. With Rubii, the characters you create and discover aren't just smart—they're thoughtful, creative, and remarkably lifelike. Your AI adventure awaits!"
Avdain,https://www.eu-startups.com/directory/avdain/,Austria,"Avdain is an technology company founded and solely operated by Mikail B., dedicated to developing software solutions that empower individuals and businesses. As a forward-thinking platform, Avdain is committed to simplifying complex problems through intuitive digital tools that enhance productivity, creativity, and efficiency.

With a strong focus on accessibility and user experience, Avdain aims to make advanced technology available to users of all skill levels, ensuring that innovation is not limited to experts but can be harnessed by anyone looking to optimize their workflow. The company's philosophy revolves around continuous improvement, adaptability, and providing high-quality solutions that integrate seamlessly into various professional and personal environments.

Under the leadership of Mikail B., Avdain operates as a dynamic and agile entity, allowing for rapid development and deployment of new ideas. With a deep passion for problem-solving and software development, Mikail B. brings extensive experience to the company, having contributed to numerous projects. His dedication to pushing technological boundaries drives Avdain’s mission to create impactful digital solutions that redefine how people interact with technology.

As a one-person-run enterprise, Avdain thrives on efficiency and innovation, ensuring that every project is crafted with precision and a deep understanding of user needs. Whether enhancing existing systems or pioneering new approaches, Avdain continues to be a hub for technological advancement, shaping the digital landscape through the vision and expertise of its founder.",Vienna,"Company, Startup, One Person",No funding announced yet,2020,avdain.com,Active,,AT,"Avdain is a enterprise that embodies a fusion of academic rigor and entrepreneurial innovation. Founded and singularly directed by Mikail B., the company stands as a testament to the transformative potential of a visionary approach that seamlessly integrates interdisciplinary research, advanced technology, and strategic business insights.
Under Mikail B.’s leadership, Avdain has developed a distinctive operational ethos—one that emphasizes the importance of continuous learning, creative problem-solving, and sustainable growth. The company’s portfolio reflects an agile and multifaceted strategy, where innovative ideas are rigorously tested against academic principles and real-world applications. This dynamic integration enables avdain.com to effectively address complex challenges across diverse sectors.
In its mission to drive progress, Avdain not only prioritizes excellence in product and service delivery but also fosters an environment where critical inquiry and forward-thinking solutions are paramount. The company’s commitment to combining scholarly insights with market-leading practices positions it as a role model for modern enterprises seeking to achieve both intellectual and commercial success.
Avdain—under the guidance of Mikail B.—thus stands as a beacon of innovation, continually pushing the boundaries of what is possible while upholding the highest standards of academic and professional excellence."
