name,link,category,businessDescription,longBusinessDescription,basedIn,tags,totalFunding,founded,website,companyStatus,country,linkedin
Klearskill,https://www.eu-startups.com/directory/klearskill/,Netherlands,Accelerate hiring using AI Agents.,"Klearskill is an AI recruitment tool that analyzes resumes in seconds and assigns compatibility scores. It reduces screening time by 92%, eliminates 99% of bias, and achieves 95% match accuracy. The platform integrates easily with ATS systems, supports direct job postings, and offers prebuilt templates for fast candidate shortlisting. Trusted by leading companies, Klearskill helps teams hire faster and make data-driven decisions.","Amsterdam, Netherlands",Recruiters and HR professionals,No funding announced yet,2025,http://www.klearskill.com,Active,NL,https://www.linkedin.com/in/dannyholtkamp/
Mirava,https://www.eu-startups.com/directory/mirava/,Netherlands,"Mirava helps mobile apps optimise pricing across iOS, Google Play & Stripe using PPP and local strategies—boosting revenue in 175+ countries.","Mirava is a pricing tool for mobile apps that simplifies and optimises price localisation across iOS, Google Play, and Stripe. Instead of manually adjusting pricing tiers or maintaining spreadsheets, Mirava helps you apply strategies like purchasing power parity (PPP) or fixed discounts — fully compliant with platform guidelines in over 175 countries.
Built by app founders who experienced the frustrations of global pricing versus regional pricing firsthand, Mirava solves common issues like time-consuming updates, inconsistent pricing, and lost revenue due to poor localisation. Early users report revenue increases of 15–40% after switching to more accurate regional pricing.
Whether you're an independent developer or part of a larger mobile app team, Mirava offers an efficient, data-driven way to improve your pricing strategy and grow international revenue — without adding operational overhead.",Amsterdam,"Business, Analytics, Conversion",Between €1-€100K,2025,https://mirava.io,Active,NL,https://www.linkedin.com/company/mirava-io/
CargoClub,https://www.eu-startups.com/directory/cargoclub/,Netherlands,"SaaS licensed platform for a loyalty program in air cargo  to help freight forwarding agents gain and retain customers by using sustainable aviation fuel credits as incentives. 

Inspired by B2C loyalty programs in air travel, we're bringing this sales tool to the world of air cargo. CargoClub is the B2B loyalty solution for freight forwarders seeking to gain and retain customers.",,Netherlands,"SaaS, Logistics, Loyalty Program, B2B",Between €100K-€500K,2024,https://www.cargoclub.co/,Active,NL,https://www.linkedin.com/company/cargoclub/about/
Questlog,https://www.eu-startups.com/directory/questlog/,Netherlands,"Questlog is an ongoing multiplayer 'game' in trying new real-world experiences. Think platform TripAdvisor meets Pokémon Go.

A social gamified discovery platform with a mobile app in travel and local experiences.

Free for end users, with a commission and subscription model for businesses.",,Breda,"Leisure, Travel, Tourism",Between €100K-€500K,2024,https://www.appquestlog.com/en/,Active,NL,https://www.linkedin.com/company/appquestlog/about/
GreenAgileEco,https://www.eu-startups.com/directory/greenagileeco/,Netherlands,"B2B2C, We run an open-source A.I powered Climate Software with ""agentic analytics feature in development"". To Automate agritech Cloud Solutions and promote sustainability using TwinGreen-Digital Model. GreenAgileECOCloud is an agritech company revolutionizing agriculture through the automation of cloud solutions, the designing of meshed systems using 3D tech, and Twin Green Digital Model services, empowering farmers with data-driven decision-making and optimization for increased productivity and sustainability.",,Leiderdorp,"AI, B2C, B2B, 3DTech",Between €100K-€500K,2023,https://digitaltransformation.greenagileeco.org,Active,NL,https://www.linkedin.com/in/green-agile3dcloud-b5461b285/
Vignetim,https://www.eu-startups.com/directory/vignetim/,Netherlands,"Vignetim is an integrated mobility assistant that provides digital vignettes, toll tickets, eSIM, and insurance services for travelers and fleet operators across Europe. Our platform operates on a transactional model for B2C and a subscription-based model for B2B (vehicle/month), with additional revenue generated via API integrations and complementary digital services. We use a modular architecture built with Next.js, NestJS, PostgreSQL, and deploy via AWS.",,Almere,"Software Development, Seamless app, B2C",Between €100K-€500K,2024,https://vignetim.com/,Active,NL,https://www.linkedin.com/company/vignetim/
Next Communications,https://www.eu-startups.com/directory/next-communications/,Netherlands,"Airtime as a Service (AaaS) solution that enables businesses to launch brand-led mobile connectivity to drive consumer engagement and incremental revenue. At Next Communications, we build ready-to-go solutions based on TelecoTech to help businesses connect better with their consumers by unlocking mobile airtime as a currency to be used by our customers to drive incremental revenue and consumer loyalty.",,The Hague,"Telecommunications, Mobile Network on Subscription, Airtime as a Currency",Between €100K-€500K,2023,https://nextcommunications.nl/,Active,NL,https://www.linkedin.com/company/nextcommunications/
Saber,https://www.eu-startups.com/directory/saber/,Netherlands,"Saber is a sales intelligence platform that helps B2B sellers find, identify, and reach out more effectively with AI.","Saber is designed to enhance sales teams by automating account and contact research and surfacing high intent, high value opportunities using evidence-based signals — enabling sellers to prioritize and focus on the right accounts, identify decision-makers, and find hooks and insights to engage them and cut through the noise.
##",Amsterdam,"sales intelligence, account research, artificial intelligence",No funding announced yet,2024,www.saber.app,Active,NL,https://www.linkedin.com/company/saberapp
GoThumbnails,https://www.eu-startups.com/directory/gothumbnails/,Netherlands,"GoThumbnails is your personal youtube thumbnail maker. Instantly generate scroll-stopping thumbnails using AI, trend research, graphics design and content analysis.","GoThumbnails is a YouTube thumbnail maker that generates professional, high-converting thumbnails in seconds using based on successful YouTube thumbnail designs. It delivers delivers professional-grade thumbnails with authentic emotions and natural-looking thumbnails imagery, not the typical ""creepy AI"" visuals you see everywhere.
If you create content, make videos, or need eye-catching thumbnails regularly, this is for you.
GoThumbnails helps you:
• Create professional-grade thumbnails that don't scream ""AI-generated""
• Generate authentic visuals with real emotions, not creepy AI faces
• Research what actually works by analyzing trending designs and your audience
• Make designer-level graphics without any design skills
• Save hours of manual design work while maintaining quality
Create thumbnails that perform like a pro designer made them.","Amsterdam, North Holland","youtube thumbnails, ai thumbnail generator, click-through rate",No funding announced yet,2024,https://gothumbnails.com/,Active,NL,
Huisly,https://www.eu-startups.com/directory/huisly/,Netherlands,"All Dutch Properties, One Place. Get personalized notifications from all Dutch rental and purchase listings with Huisly's AI.",,Eindhoven,"real state, rent, buy, housing",No funding announced yet,2025,https://huisly.nl,Active,NL,https://www.linkedin.com/company/huisly/
ValueEQ,https://www.eu-startups.com/directory/valueeq/,Netherlands,"ValueEQ is a modern business valuation platform boosted by AI that puts institutional-grade data and modelling tools into the hands of boutique M&A teams, valuation advisers, private-equity investors and founders—without the six-figure price tag of legacy terminals.","ValueEQ is a modern business valuation platform boosted by AI that puts institutional-grade data and modelling tools into the hands of boutique M&A teams, valuation advisers, private-equity investors and founders—without the six-figure price tag of legacy terminals.
Our cloud workspace unites 60 000+ public-company comparables, 95 000+ verified M&A deals and 10 years of financial history. Type a natural-language query—“European SaaS firms with EV/Revenue below 8×”—and ValueEQ returns a clean peer set in seconds, complete with forward multiples, analyst estimates and outlier flags.
Need a full model?
• DCF, WACC, trading-multiples and comparable-transactions calculators live side-by-side, so you can toggle between methods without leaving the browser.
• NextPlan AI imports historicals from Excel or QuickBooks and auto-builds a KPI-driven forecast, saving hours of manual spreadsheet work.
• WACC Navigator suggests discount rates by sector and country, while the DLOM Calculator handles illiquidity discounts in one click.
• When you’re done, export everything—tables, charts and narrative—to Excel, PowerPoint or a branded PDF report.
Accuracy is non-negotiable: each data point flows through a three-layer validation pipeline, blending trusted public filings, automated anomaly checks and human review. Every metric is IVS-aligned and fully traceable back to source.
ValueEQ is designed for speed and collaboration. Share peer groups with teammates, track multiples over time, or set alerts for new deals that match your screen. With a modern UI, dark mode, and no installation required, onboarding takes minutes, not weeks.
Most importantly, we believe fair pricing should be the default, not a bonus. Solo plans start at €99 per month; a five-user team costs €240 per month. No hidden fees, no multi-year lock-ins, and a 7-day free trial—just log in and start valuing.
Thousands of analysts worldwide already rely on ValueEQ to close deals faster, justify valuations with confidence and impress clients. Try it yourself and see why valuation finally feels modern.",Eindhoven,"AI valuation software, M&A data, financial benchmarking, DCF tools",No funding announced yet,2023,https://www.valueeq.com/,Active,NL,https://www.linkedin.com/company/valueeq/
SoftArk,https://www.eu-startups.com/directory/softark/,Netherlands,SoftArk is a Rotterdam-based digital agency specializing in custom B2B AI agents and business process automation for industrial and technical companies. They combine software engineering with deep industrial expertise to create intelligent automation solutions that transform business operations.,"SoftArk is a cutting-edge digital transformation partner based in Rotterdam, Netherlands, that specializes in developing custom B2B AI agents and comprehensive business process automation solutions. Unlike consumer-focused AI tools, SoftArk leverages enterprise-grade, industry-specific Large Language Models (LLMs) tailored for complex technical workflows and B2B environments.
The company's unique value proposition lies in combining advanced software engineering capabilities with deep industrial expertise across multiple engineering disciplines including Mechanical, Electrical, Chemical, Civil, and Aerospace Engineering. This dual expertise enables them to understand the specific challenges and requirements of industrial clients and develop AI solutions that seamlessly integrate with existing operational processes.
SoftArk's core services include:
Custom AI Agents: Multi-agent systems that automate complex business processes, from customer service to predictive maintenance
Business Process Automation: Comprehensive automation of workflows including document processing, HR management, financial operations, and production optimization
Predictive Analytics: AI-driven insights for maintenance planning, inventory optimization, and resource allocation
System Integration: Seamless integration with existing ERP, CRM, SCADA, and other enterprise systems
The company serves as a strategic technology partner rather than just a vendor, functioning as an external IT department for businesses looking to innovate without the overhead of traditional agencies. Their approach focuses on delivering measurable ROI through solutions that typically achieve 40-60% time savings on routine tasks and 80% faster process throughput.
SoftArk's technology stack includes modern AI frameworks (TensorFlow, PyTorch, LangChain), cloud-native architectures (AWS, Kubernetes), and enterprise integration tools, ensuring scalable and secure implementations. They serve industrial companies, manufacturing firms, technical service providers, and B2B organizations looking to leverage AI for competitive advantage.
Founded with the vision of transforming businesses into tech-driven leaders, SoftArk combines proven methodologies with next-generation technologies to deliver solutions that provide immediate impact while positioning clients for future growth in an increasingly automated business landscape.",Rotterdam,"Automation, Software Engineering, Agency, Ai, Ai-Agents",No funding announced yet,2025,https://softark.nl,Active,NL,https://www.linkedin.com/company/softark
Refybe.com,https://www.eu-startups.com/directory/refybe.com,Netherlands,"Refybe Hyper Casual Games. Refybe is a provider of branded hyper-casual games for marketing campaigns. Refybe.com turns play into profit and allows businesses to create and deploy customized hyper-casual games to boost engagement, generate leads, and increase brand loyalty.","Refybe is a provider of branded hyper-casual games for marketing campaigns. Refybe.com allows businesses to create and deploy customized hyper-casual games to boost engagement, generate leads, and increase brand loyalty. 
The service includes comprehensive participant management tools, enabling easy data organization and export. A pay-per-participant model eliminates recurring license fees, offering cost-effective marketing solutions. 
Additional features include AI-powered content creation assistance and seamless integration with existing CRM systems. The games are easily embedded into various CMS platforms, providing a flexible and versatile marketing tool.",Hilversum,"casual games, gamification, marketing",No funding announced yet,2024,https://refybe.com,Active,NL,https://www.linkedin.com/company/refybe/
Groningen Mail,https://www.eu-startups.com/directory/groningen-mail/,Netherlands,"A place for all things Groningen, brought to you in a short and digestible format. Breaking news, food reviews, event announcements, history lessons, and more.","I’m Arian and I moved to Groningen in 2022 due to a series of unexpected events — but I couldn’t be happier for it. One thing I do shame myself for is not knowing as much as I’d like to about this city and everything that happens in it.
So, I started Groningen Mail, a place for all-things-Groningen, brought to you in a short and digestible format. You can expect anything from breaking news to food reviews, event announcements, history lessons, and more.",Groningen,"News, Media, Community",No funding announced yet,2024,https://www.groningenmail.com/,Active,NL,https://www.linkedin.com/company/groningenmail/
Liveve,https://www.eu-startups.com/directory/liveve/,Netherlands,"Liveve is transforming the treatment of chronic lower back pain through Selective Synaptic Reset Technology (SSRT) – a novel, non-invasive neuromodulation method clinically validated to disrupt maladaptive spinal habituation and restore healthy motor control. Our data-driven approach addresses the root neurological dysfunction rather than masking pain symptoms, filling the gap between physiotherapy and invasive procedures.","Liveve offers a breakthrough in chronic pain management by targeting the underlying neurological dysfunction in patients with nonspecific chronic lower back pain, which accounts for over 85% of cases. SSRT, our proprietary, non-invasive neuromodulation therapy, has been clinically validated and is entering pre-market pilots with large care networks. Liveve combines a therapist device, a patient unit, and a cloud-connected digital platform to deliver real-time personalized therapy paths. Unlike conventional treatments that suppress pain temporarily, Liveve reboots motor-sensory integration through proprietary pulse algorithms, leading to lasting functional recovery. We are currently raising funding to finalize engineering, obtain CE/FDA clearance, and scale clinical adoption in Europe and the US.",Bergen op Zoom,"medtech, neuromodulation, digital health, chronic pain",Between €1 million-€ 2.5 million,2025,www.qmedic.care,Active,NL,
Zeus Tech Assessment,https://www.eu-startups.com/directory/zeus-tech-assessment/,Netherlands,"ZEUS Tech Assessment is an AI-powered hiring platform that helps companies instantly evaluate developers through auto-scored coding and MCQ tests. Instead of spending hours on interviews, ZEUS lets you screen, assess, and shortlist top talent in a fraction of the time — with built-in proctoring, plagiarism checks, and detailed performance reports. Designed for startups and scaling teams, ZEUS reduces hiring time by up to 85%, all at a fraction of the cost of traditional tools like HackerRank or TestGorilla.","**ZEUS Tech Assessment** is a powerful, AI-driven platform designed to simplify and speed up tech hiring. Instead of wasting hours on interviews and manual test reviews, ZEUS lets companies instantly assess developers with auto-evaluated coding and MCQ tests. It includes smart features like plagiarism detection, video proctoring, branded email templates, and role-based access — all packed into a clean, intuitive dashboard.
Built by founders who experienced the pain of mis-hires firsthand, ZEUS was created to help startups, agencies, and growing teams avoid hiring guesswork and cut their recruitment time by up to 85%. With pricing that’s founder-friendly and features designed for scale, ZEUS is the go-to hiring tool for modern tech teams who value speed, accuracy, and affordability. Whether you're hiring one developer or fifty, ZEUS helps you move faster — and hire smarter.",Amsterdam,"AI hiring tool, tech assessments, developer recruitment, HR automation",No funding announced yet,2025,https://zeustech.crebos.online/,Active,NL,https://www.linkedin.com/company/zeus-tech-assessment/
GoThumbnails,https://www.eu-startups.com/directory/gothumbnails/,Netherlands,"GoThumbnails is your personal youtube thumbnail maker. Instantly generate scroll-stopping thumbnails using AI, trend research, graphics design and content analysis.","GoThumbnails is a YouTube thumbnail maker that generates professional, high-converting thumbnails in seconds using based on successful YouTube thumbnail designs. It delivers delivers professional-grade thumbnails with authentic emotions and natural-looking thumbnails imagery, not the typical ""creepy AI"" visuals you see everywhere.
If you create content, make videos, or need eye-catching thumbnails regularly, this is for you.
GoThumbnails helps you:
• Create professional-grade thumbnails that don't scream ""AI-generated""
• Generate authentic visuals with real emotions, not creepy AI faces
• Research what actually works by analyzing trending designs and your audience
• Make designer-level graphics without any design skills
• Save hours of manual design work while maintaining quality
Create thumbnails that perform like a pro designer made them.","Amsterdam, North Holland","youtube thumbnails, ai thumbnail generator, click-through rate",No funding announced yet,2024,https://gothumbnails.com/,Active,NL,
Text to LaTeX â Best Text to LaTeX Converter | Free AI Text to LaTeX Tool,https://www.eu-startups.com/directory/text-to-latex-best-text-to-latex-converter-free-ai-text-to-latex-tool/,Netherlands,"Transform your mathematical expressions and formulas into perfect LaTeX code with our AI-powered converter. Get unlimited access to advanced features across web, mobile, and desktop platforms.","Say goodbye to LaTeX struggles! Our conversational Text-to-LaTeX tool lets you describe your formulas in plain language, work with AI to tweak and perfect them step-by-step, and generate professional-quality LaTeX code – designed for researchers, students, and educators. You can also copy the generated formula as a PNG image and paste it directly into Microsoft Word or other document editors by clicking the COPY PNG button.",Delft,"AI,Editor,LaTex",No funding announced yet,2025,http://texttolatex.org/,Active,NL,
Brainsight,https://www.eu-startups.com/directory/brainsight/,Netherlands,Predictive eye-tracking software company for advertising and UX/CRO.,"Grounded in validated neuromarketing studies, Brainsight predicts instant attention and intuitive viewing behaviour of consumers/viewers.
Pre-test what stands out immediately and what inuitively draws attention.
Insights platform (SaaS) for advertisers and marketers.
Predictive eye-tracking heatmaps, gazeplots, attention and clarity benchmarking. Brand tracking with object- and character recognition.",Amsterdam,"predictive eye-tracking, predictive attention, instant attention software",No funding announced yet,2023,www.brainsight.app,Active,NL,https://www.linkedin.com/company/brainsight-app/
RUAL,https://www.eu-startups.com/directory/rual/,Netherlands,"RUAL develops custom ERP, WMS, and CRM systems plus webshop integrations using their proprietary no-code platform. Leveraging robotics and AI across all industries, RUAL delivers solutions like fully customised CRM systems in just 3 months while significantly reducing costs. The future-proof platform keeps you technically up-to-date without costly rebuilds.","RUAL develops smart, custom-made software solutions such as ERP, WMS, and CRM systems, as well as practical integrations between webshops and inventory systems. Thanks to RUAL's versatile team and extensive experience, RUAL serves clients across virtually every industry, leveraging technologies like robotics and artificial intelligence to optimize their operations.
RUAL their software is built their own powerful, proprietary no-code platform, significantly reducing development time and costs while allowing rapid adjustments. For example, RUAL can deliver a fully customized CRM system within just 3 months, something that traditionally requires considerably more time and budget.
With RUAL's core platform, you choose a future-proof and flexible solution, free from the uncertainties and limitations of traditional software development. This ensures you remain technically and security-wise up-to-date without having to start over again repeatedly.",Brummen,"low-code, company software, erp software, wms software",No funding announced yet,2010,https://rual.nl,Active,NL,https://www.linkedin.com/company/rual
MemoryLab,https://www.eu-startups.com/directory/memorylab/,Netherlands,"Built on cognitive science and proprietary knowledge tracing algorithms, our technology optimises learning efficiency, increases engagement, and removes the need for traditional exams. We offer a personalised, low-stress learning experience, validated through scientific research and real classroom use.","At MemoryLab, we track learning progress by monitoring learners' digital learning interactions, allowing us to optimise their learning process and quantify their knowledge state. Our approach boosts learning efficiency, increases student engagement, and eliminates the need for traditional exams. 
We focus on fundamental declarative knowledge, those critical facts and concepts that form the foundation of meaningful learning. Our adaptive learning technology is built on proprietary, cutting-edge knowledge tracing algorithms, enabling us to accurately monitor and assess learners' progress. 
We believe learning should be inclusive, stress-free, and tailored to each individual's pace. Our technology accommodates diverse learning styles and abilities, ensuring that every learner, regardless of background or initial skill level, can succeed. Furthermore, by reducing the pressure of high-stakes exams and implementing continuous assessment, we foster an environment where learners focus on growth rather than performance. Our approach enhances both engagement and motivation while reducing stress, creating a more positive and accessible learning experience for all. 
What sets us apart is our commitment to actively conducting our own scientific research, ensuring that our technology is not only cutting-edge but also empirically validated. Our work is grounded in cognitive science, allowing us to design algorithms that align with how the brain naturally acquires and retains knowledge. Our technology has been rigorously tested and validated in real classrooms and through extensive user interactions.",Groningen,"E-Learning, EdTech, Science-Led",No funding announced yet,2020,www.memorylab.nl,Active,NL,https://nl.linkedin.com/company/memorylab
RentalFinder,https://www.eu-startups.com/directory/rentalfinder/,Netherlands,Automated Rental Finder in the Netherlands,"RentalFinder is your personal assistant in the Dutch rental market, designed to take the stress and time out of finding a new home. Whether you're moving to a new city, starting a new job, or simply ready for a fresh start, RentalFinder helps you stay ahead in a highly competitive housing market.
We automate the rental search process by monitoring all major Dutch housing websites 24/7. The moment a new listing appears that matches your preferences, we notify you instantly via email and mobile; giving you the best chance to respond before anyone else. With smart filters, a clean dashboard, and personalized alerts, you no longer have to waste hours manually searching dozens of platforms. 
How it Works:
Simply sign up, set your search preferences (such as location, price range, and amenities), and let RentalFinder do the rest. You’ll receive instant notifications the moment matching listings go live—so you can act quickly, schedule viewings, and find your new home faster.
Most users apply to multiple apartments at once therefore our built-in Application Tracker Dashboard helps you stay organized by keeping track of all your running applications in one place. From first contact to viewing appointments, you'll never lose sight of your progress.
Whether you’re a student, young professional, or expat, RentalFinder makes finding a rental in the Netherlands easy, fast, and frustration-free.",Hilversum,"PropTech, Housing, Rental Housing, Automated Search",No funding announced yet,2025,https://www.rentalfinder.nl/,Active,NL,
The Storage Scanner,https://www.eu-startups.com/directory/the-storage-scanner/,Netherlands,"The Storage Scanner is a free and independent comparison platform for self-storage, garage boxes, and temporary storage units across Europe.

Find and compare storage options near you by price, size, availability, and features - instantly and without registration.","The Storage Scanner is Europe’s first fully independent self-storage comparison platform. We make it fast, transparent, and 100% free to find and compare nearby storage options - including self storage units, garage boxes, and other short-term storage solutions.
Whether you're moving, renovating, travelling, or simply need extra space, we help you discover the best storage options in your area - filtered by price, size, availability, location, and other key features.
Our platform covers all of Europe and continues to expand rapidly, with thousands of storage providers listed on our platform. We include both leading brands and independent local providers, offering users the most complete and unbiased overview of the market.",Amsterdam,"self storage comparison, storage rental platform, moving and relocation, proptech startup",No funding announced yet,2025,https://thestoragescanner.com/,Active,NL,https://www.linkedin.com/company/thestoragescanner/
Caja One,https://www.eu-startups.com/directory/caja-one/,Netherlands,,,Amsterdam,"productivity, business, email",No funding announced yet,2025,https://caja.one,Active,NL,
