name,link,category,businessDescription,longBusinessDescription,basedIn,tags,totalFunding,founded,website,companyStatus,country,linkedin
Wobby.ai,https://www.eu-startups.com/directory/wobbyai/,Belgium,Unlock insights with Wobby: Your AI assistant for data analytics.,,Antwerp,BigData,No funding announced yet,2023,https://wobby.ai/,Active,BE,https://www.linkedin.com/company/wobby-ai/
WeGlow.World,https://www.eu-startups.com/directory/weglowworld/,Belgium,"Weglow.World is a digital fundraiser, founded in Belgium with the ambition to make the world a better place by helping charity organizations raise money in a new and easy way.",,Tielrode,Purpose,Above €25 million,2021,https://weglow.world/,Active,BE,https://www.linkedin.com/company/weglow-world/
Taartwerk,https://www.eu-startups.com/directory/taartwerk/,Belgium,Is a studio where new types of food are created,,Ghent,Food,Between €1 million-€ 2.5 million,2020,https://taartwerk.be/,Active,BE,
StrongBox,https://www.eu-startups.com/directory/strongbox/,Belgium,At Strongbox we believe that fit employees are the most important asset of any organization.,,Liedekerke,Health,Between €100K-€500K,2020,https://strongbox.be/nl,Active,BE,https://www.linkedin.com/company/strongbox-functional-training/
Social runners,https://www.eu-startups.com/directory/social-runners/,Belgium,We are Social Runners. A community of creatives. The kind of people who are relentless about our mission to help people save time and bring joy and engaging stories to their audience.,,Dilsen,SaaS,Between €1 million-€ 2.5 million,2022,https://socialrunners.com/,Active,BE,https://www.linkedin.com/company/social-runners/
Solvice,https://www.eu-startups.com/directory/solvice/,Belgium,"Solvice is a B2B SaaS company integrating Artificial Intelligence into scheduling and planning tools through APIs. We enhance these tools ' capabilities by utilizing a blend of Heuristics, Optimization, and Machine Learning.","Solvice is a B2B SaaS company integrating Artificial Intelligence into scheduling and planning tools through APIs. We enhance these tools ' capabilities by utilizing a blend of Heuristics, Optimization, and Machine Learning. Our clients include software companies in workforce management, field service, last-mile delivery, and organizations needing advanced scheduling algorithms. Our product suite includes OnRoute a route optimization API and OnShift a workforce management API. These products feature AI optimization algorithms for resource scheduling and optimization. Delivered via APIs, they add a layer of AI to boost the performance of existing scheduling solutions.",Ghent,"AI, optimization, routing, scheduling",Between €1-€100K,2014,solvice.io,Active,BE,https://www.linkedin.com/company/solvice/
salesnudge,https://www.eu-startups.com/directory/salesnudge/,Belgium,salesnudge is a SaaS solution for SMEs to boosts sales performance. We use data-driven technology to optimise and automate employee guidance.,,Hasselt,"BigData, SaaS",Between €500K-€ 1 million,2022,https://salesnudge.ai/,Active,BE,https://www.linkedin.com/company/salesnudge/
Pim Consult,https://www.eu-startups.com/directory/pim-consult/,Belgium,"Our business, the droneDiscover our expertise in the world of drones! We offer repair services, sale of consumer and professional products, and drone spare parts.",,Nivelles,Drones,Above €25 million,2017,https://pim-consult.be/,Active,BE,
NON.energy,https://www.eu-startups.com/directory/nonenergy/,Belgium,We want to accelerate the energy transition by making it feasible and worry-free for everyone.,,Berchem,"Energy, SaaS",Between €1 million-€ 2.5 million,2023,https://nonenergy.be/,Active,BE,https://www.linkedin.com/company/non-energy/
Maternia,https://www.eu-startups.com/directory/maternia/,Belgium,Maternia brings a solution to the neglected tragedy of stillbirths that affects millions of women worldwide who have limited access to prenatal care.,,Antwerpen,Health,Between €10 million-€25 million,2022,https://materniahealth.com/,Active,BE,https://www.linkedin.com/company/materniahealth/
Masmoi,https://www.eu-startups.com/directory/masmoi/,Belgium,"MasMoi reinvents the way massages are done. Our start-up creates unique handmade massage pearls, consisting of 100% natural ingredients.",,Ghent,Health,Between €1-€100K,2022,https://masmoi.be/,Active,BE,https://www.linkedin.com/company/masmoi
Kloze,https://www.eu-startups.com/directory/kloze/,Belgium,"Kloze elevates, streamlines, and simplifies signing real estate contracts digitally.",,Antwerp,SaaS,Above €25 million,2023,https://kloze.be/,Active,BE,https://www.linkedin.com/company/kloze-company
Kadonation,https://www.eu-startups.com/directory/kadonation/,Belgium,Our purposeWe believe that people are the most important asset of any company.,,Ghent,SaaS,Between €5 million-€10 million,2016,https://kadonation.com/,Active,BE,https://www.linkedin.com/company/5216035
Gimmy,https://www.eu-startups.com/directory/gimmy/,Belgium,GIMMY is your new go-to vitamin gummy supplement for mental health. Discover easy and fun daily routine to take care of your well-being.,,Leuven,Health,Between €5 million-€10 million,2022,https://gimmyproducts.com/,Active,BE,https://www.linkedin.com/company/gimmy-products/
Gratiago,https://www.eu-startups.com/directory/gratiago/,Belgium,Gratiago® is a tool to help patient-consumers become patient-actors of their health.Illness and treatments often trigger anxiety and fear among patients and this negative mindset is at the origine of poor treatment compliance.,,Brussels,Health,Above €25 million,2022,https://en.gratiago.com/,Active,BE,https://www.linkedin.com/company/gratiagohealth/
Drawify,https://www.eu-startups.com/directory/drawify/,Belgium,"Stand out from the crowd!You don’t want to torture your colleagues with boring bullet points, right? 
Stop doing what everyone else is doing! Start creating professional looking graphics to explain your ideas, strategies and plans.",,Antwerp,Media,Above €25 million,2020,https://drawify.com/,Active,BE,https://www.linkedin.com/company/drawify/about/
Daymaker,https://www.eu-startups.com/directory/daymaker/,Belgium,"Daymaker is a social travel platform, helping travelers find inspiration based on their personal interests.","Daymaker is a social travel platform, helping travelers find inspiration based on their personal interests. By collecting all travelers and their trips in one place, we are able to match them to the trips they are actually looking for.",Beerse,SaaS,Between €500K-€ 1 million,2022,https://daymaker.travel/discover,Active,BE,https://www.linkedin.com/company/daymakertravel/
companion.energy,https://www.eu-startups.com/directory/companionenergy/,Belgium,"Our software products unlock the power of electrification, flexibility, and renewables for industrial companies.We deliver 10-30% energy costs savings and cost stabilization, while making sure you are using more renewable energy.","Our software products unlock the power of electrification, flexibility, and renewables for industrial companies.We deliver 10-30% energy costs savings and cost stabilization, while making sure you are using more renewable energy.",Brussels,SaaS,Between €2.5 million-5 million,2022,https://companion.energy/,Active,BE,https://www.linkedin.com/company/companion-energy/
Ceriter,https://www.eu-startups.com/directory/ceriter/,Belgium,Ceriter develops technology to help people with Parkinson's disease or recovering from CVA (cardiovascular accident) walk better and improve their quality of life,Ceriter develops technology to help people with Parkinson's disease or recovering from CVA (cardiovascular accident) walk better and improve their quality of life,Lanaken,"Health, SaaS",Between €5 million-€10 million,2019,https://ceriter.com/,Active,BE,https://www.linkedin.com/company/ceriter/
Burni,https://www.eu-startups.com/directory/burni/,Belgium,"Are you tired of the same old coffee routine? At Burni, we understand that life can get a bit boring sometimes, which is why we have created Burni – Hot sauce for drinks.At Burni, we believe that life should be anything but boring.","Are you tired of the same old coffee routine? At Burni, we understand that life can get a bit boring sometimes, which is why we have created Burni – Hot sauce for drinks.At Burni, we believe that life should be anything but boring. So why settle for bland and uninspiring drinks when you can indulge in the fiery taste of Burni?Not that sweet, not that bitter – But wow that is hot!",Antwerp,Beverages,Between €2.5 million-5 million,2023,https://burnihotsauce.com/,Active,BE,https://www.linkedin.com/company/burnihotsauce/
Aeonics,https://www.eu-startups.com/directory/aeonics/,Belgium,Aeonics is a backend software that implements sustainable IT principles.,"Aeonics is a backend software that implements sustainable IT principles: #Simple, #Accessible, #Sustainable, #Efficient.Aeonics lets you build a #microservices architecture deployed in #serverless mode.",Liege,SaaS,Above €25 million,2020,https://aeonics.be/en/#_,Active,BE,https://www.linkedin.com/company/aeonics
Clipido,https://www.eu-startups.com/directory/clipido/,Belgium,We shift the way businesses use video and photos on a daily basis by providing them with cutting-edge technology to solve their media-related problems.,We shift the way businesses use video and photos on a daily basis by providing them with cutting-edge technology to solve their media-related problems.,Belgium,"AI, Media, Big Data",Above €25 million,2023,https://clipido.com/,Active,BE,
GrowKap,https://www.eu-startups.com/directory/growkap/,Belgium,"GrowKap’s mission is to provide financing for when growing companies really need it – when they need supplies to fill customer orders.

By financing the supplies and taking the risk burden, the growing company can focus on fulfilling orders that would otherwise be too financially challenging or even impossible to take.

GrowKap emerges from AREA42’s customer-centric approach to venture building. AREA42 is Credendo’s innovation lab, using TradeTech and customer insight to create cutting-edge, trustworthy, problem-solving trade finance products that create a risk-savvy B2B trade environment.

The combination of AREA42’s focus on digital innovation and Credendo’s 100-plus years’ experience in trade credit insurance ensures GrowKap meets today’s business demands.",,Brussels,"trade finance, purchase order financing, B2B,",No funding announced yet,2023,https://www.growkap.tech/,Active,BE,https://www.linkedin.com/company/74382476
Raw Stadia,https://www.eu-startups.com/directory/raw-stadia/,Belgium,Raw Stadia is a company that specializes in using data science and technology to improve sports performance and grounds management. They provide a platform and testing tools that allow users to analyze how playing surfaces affect player performance and...,Raw Stadia is a company that specializes in using data science and technology to improve sports performance and grounds management. They provide a platform and testing tools that allow users to analyze how playing surfaces affect player performance and...Raw Stadia is a company that specializes in using data science and technology to improve sports performance and grounds management. They provide a platform and testing tools that allow users to analyze how playing surfaces affect player performance and...,Hasselt,"Email Hosting Service,Email Hosting Service",Between €500K-€ 1 million,2023,https://www.rawstadia.com/,Active,BE,https://www.linkedin.com/company/raw-stadia/
VaultSpeed,https://www.eu-startups.com/directory/vaultspeed/,Belgium,"VaultSpeed offers ultra-automated data transformation solutions based on Data Vault 2.0 standard, streamlining cloud data warehouse projects for enhanced productivity and agility.","VaultSpeed offers ultra-automated data transformation solutions based on Data Vault 2.0 standard, streamlining cloud data warehouse projects for enhanced productivity and agility.VaultSpeed offers ultra-automated data transformation solutions based on Data Vault 2.0 standard, streamlining cloud data warehouse projects for enhanced productivity and agility.",Leuven,"Account Based Marketing,Image and Video Services,Marketing Automation,",Between €5 million-€10 million,2018,https://vaultspeed.com/,Active,BE,https://www.linkedin.com/company/vaultspeed/about/
Izix,https://www.eu-startups.com/directory/izix/,Belgium,"Izix is a smart parking management software designed to optimize office parking assets and provide a flexible parking experience. It offers solutions to the challenges faced by building managers in the modern workplace, ensuring a frictionless and joyf..","The mission of Izix is clear: reshaping the future of urban mobility and real estate. We are pioneers in the a
Established in 2021, Izix has emerged as a pioneering force in the realm of urban transformation. We've developed a cutting-edge solution that not only optimizes office building parking lots but also accelerates the shift towards flexible mobility and adaptable office spaces. At the core of intelligent building design, Izix is revolutionizing the utilization of parking lots, transforming them into high-value spaces that reduce costs, enhance office flexibility, support the mobility transition and champion the ESG goals of companies and property owners.",Ixelles,Image and Video Services Applicant Tracking System Email Hosting Service Email Delivery Service,No funding announced yet,2021,https://www.izix.eu/,Active,BE,https://www.linkedin.com/company/izix-parking/about/
AmphiStar,https://www.eu-startups.com/directory/amphistar/,Belgium,"AmphiStar is the first company to develop, scale-up, produce and sell sophorolipid biosurfactants which are 100% sourced from biobased waste- and side streams. These biosurfactants are amphiphilic molecules which can be applied in home care, personal care, cosmetics, industrial cleaners, textiles, agrochemicals and many more. The latter is possible thanks to e.g. their excellent wetting, degreasing and foaming functionalities, their mildness and non-irritating nature.",,Ghent,"Biotechnology Research, Ecological Production, Produce",Between €5 million-€10 million,2021,https://amphistar.com/,Active,BE,https://www.linkedin.com/company/amphi-star/
Tekst,https://www.eu-startups.com/directory/tekst/,Belgium,"Our AI platform analyzes and automates all B2B communication, both internally and externally. First, this gives you the necessary insights to optimize critical workflows. Second, for every incoming message, we automatically enrich it with tags, add a priority level to it and make sure it is immediately rerouted to the correct inbox. Third, by adding structure to each mailbox, we make sure employees can prioritize, bundle similar tasks, automate responses, and spend more time on offering value to the customer, instead of fighting backlog.",,Ghent,"Software Development, AI, B2B",Between €500K-€ 1 million,2022,https://www.tekst.com/,Active,BE,https://www.linkedin.com/company/tekst-ai
imec.xpand,https://www.eu-startups.com/directory/imecxpand/,Belgium,"Imec.xpand is a revolutionary way of investing in early stage innovation on the crossroads of technology transfer, corporate venturing and traditional venture capital. The fund will heavily leverage the extensive technology, knowledge, vision and expertise of imec and of its strategic investors, targeting nanoelectronics-based innovation projects in smart applications for a sustainable society such as smart health, smart mobility, smart cities, smart industries, smart energy.",,Leuven,"Venture Capital, Private Equity Principals, Nanotechnology",Above €25 million,2017,https://imecxpand.com/en,Active,BE,https://www.linkedin.com/company/imec.xpand/
The Acquired,https://www.eu-startups.com/directory/the-acquired/,Belgium,The Acquired is a freemium app model that leverages machine learning and data analysis to help users bridge. The gap between their dream closet and existing wardrobe by analyzing the existing wardrobe and identifying improvements. Providing personalized outfit recommendations and shopping assistance for missing items and offering tools for outfit creation and wardrobe management.,,Antwerp,"E-commerce, Shopping, Personal Styling, Retail",Between €100K-€500K,2023,https://the-acquired.com/,Active,BE,https://www.linkedin.com/company/the-acquired/
Curewiki.health,https://www.eu-startups.com/directory/curewikihealth/,Belgium,"Curewiki connects individuals with the right clinical trials, facilitating participation in medical research to advance treatments and fight against time.","Curewiki serves both patients and researchers in clinical trials. For patients, it offers personalized trial matching for those with specific conditions or a desire to aid medical research, providing access to potential treatments and supporting their journey in healthcare contributions. For researchers, Curewiki accelerates the recruitment process, connecting them with a diverse pool of qualified trial participants, thus reducing common delays in clinical studies. This dual approach streamlines the trial process, benefiting both patient care and medical advancements.",Brussels,"MedTech, Health Care, Scientific, B2C",Between €500K-€ 1 million,2022,https://www.curewiki.health/,Active,BE,https://www.linkedin.com/company/curewiki/
Delex Belgium,https://www.eu-startups.com/directory/delex-belgium/,Belgium,Delex Belgium designs and distributes renewable energy solutions: solar panels (thermal & photovoltaic) batteries & electric cars chargers.,"Delex Belgium BV is a company incorporated in 2019 by two well-known companies in the renewable energy and roofing industries, with over 15 years of market experience and over €20 million in yearly business. Our vision is to create a dedicated EPC (Engineering, Procurement & Construction) company for solar and other forms of renewable energy. The joint venture brings together expertise in electrical engineering and an experienced installation team that has installed over 2000 photovoltaic systems in Belgium over the last 8 years. Delex Belgium is a ResCert-certified company (#4505) for photovoltaics and heat pumps, and our experience extends from installing over 500 residential systems to commercial and industrial projects.",Zaventem,"Renewables & Environment, Solar Energy, B2C, B2B",No funding announced yet,2019,https://www.delex.eco/,Active,BE,https://www.linkedin.com/company/delex-belgium/
Hipposcan,https://www.eu-startups.com/directory/hipposcan/,Belgium,"Hipposcan is a company that provides a pocketsize scale for horses. With just one photo, Hipposcan can determine the weight of your horse without actually weighing it. Knowing the weight of your horse is crucial for its health and performance.","Hipposcan is a company that provides a pocketsize scale for horses. With just one photo, Hipposcan can determine the weight of your horse without actually weighing it. Do you know how much your horse weighs? We know! Knowing the weight is crucial for your horse's health and its performance. Determining it is not obvious ... until now. The weight of your horse with just one photo. Hipposcan weighs your horse without actually weighing it.",Haacht,"Professional Services, Scientific, Technical Services, Sporting Goods",Between €100K-€500K,2021,https://www.hipposcan.com/,Active,BE,https://www.linkedin.com/company/hipposcan/
TUBIMI skin,https://www.eu-startups.com/directory/tubimi-skin/,Belgium,"TUBIMI Skin offers natural skincare for melanin-rich skin, providing intense hydrating face products to fade dark spots. Their products are 100% natural, vegan, and cruelty-free, catering to various skin types.","TUBIMI skin is a Belgium-based brand that creates a space for skin of colour to be heard, to be seen and to belong. What started as a long-time dream has now turned into a clear purpose: creating natural skincare products that celebrate the beauty of melanin-rich skin.
100% natural
Vegan
Cruelty-free
At the moment, our products are still in development. Though, we already like to invite you to join our community.",Antwerp,"E-commerce, Beauty Products, Cosmetics, B2C, Health & Wellness",Between €100K-€500K,2023,https://www.tubimi.skin/,Active,BE,https://www.linkedin.com/company/tubimi-skin/
Unago,https://www.eu-startups.com/directory/unago/,Belgium,"Unago is a non-profit recruitment agency that connects motivated individuals with a criminal record to Belgian employers, fostering inclusivity and social impact.","Unago is a young non-profit organization, created in April 2022 by two passionate founders. Unago's main goal is to help companies find motivated and qualified personnel while participating in a more inclusive society. Indeed, Unago is a recruitment agency promoting the employment of people with a criminal record. This part of the population, despite their motivation and skills, is often sidelined. In order to give everyone a chance, we act as intermediaries by connecting these candidates and Belgian employers.",Brussels,"Staffing & Recruiting, Agency, Human Resources, Workforce Management",Between €100K-€500K,2022,https://www.unagorecrutement.be/,Active,BE,https://www.linkedin.com/company/unago-recrutement/
BetterflyBox,https://www.eu-startups.com/directory/betterflybox/,Belgium,"BetterflyBox offers a human and creative experience that promotes biodiversity in our cities. In the BetterflyBox you will find an insect hotel, a nest box, bird seeds and pollinator seeds as well as brushes and paints to personalize them. Equipped with a geolocation and monitoring application.",,Brussels,"Events Services, Biodiversity, Micro-ecosystem",Between €100K-€500K,2021,https://betterflybox.com/fr,Active,BE,https://www.linkedin.com/company/betterfly-box/
Corpus Studios,https://www.eu-startups.com/directory/corpus-studios/,Belgium,"Corpus Studios offers Pilates, Gyrotonic, Gyrokinesis, and other related services in a large, bright, fully equipped studio.","Our team of fully-trained, multilingual, professional teachers is ready to design personalized programs tailored to your needs. We offer daily collective and group classes, seven days a week, ensuring there's always a class that fits your schedule.
In addition to our fitness services, we provide massage and osteopathy services, and our facilities include showers, changing rooms, and a reception service. Enjoy our floral sun terraces, and rest assured that we operate under strict hygiene protocols and a comprehensive ventilation policy to ensure your safety and comfort.",Brussels,"Pilates, Gyrotonic, Gyrokinesis, Fitness Studio",No funding announced yet,2022,https://www.corpusstudios.com/,Active,BE,https://www.linkedin.com/in/corpus-studios-0916b0a/
GHEtool,https://www.eu-startups.com/directory/ghetool/,Belgium,"With GHEtool, we want to democratize the energy transition by providing access to the technology necessary to expedite geothermal development and facilitate the feasibility of geothermal solutions.","GHEtool is a tool for borefield calculations, pioneering with novel methodologies and easy, professional reporting. The methods are open-source, built by the community, in order to harness the power of shared knowledge, transparency, and accelerated innovation. With GHEtool PRO, we built further on this open-source version and created an interface with automated reporting to create the ideal tool for professionals in the field.",Waregem,"Geothermal, borefield, BTES, sizing",No funding announced yet,2022,https://ghetool.eu,,BE,
EEVE,https://www.eu-startups.com/directory/eeve/,Belgium,"Home robotics manufacturer active in the garden space. Our first robot, Willow, is an autonomous multi-functional robot who can mow the lawn, do weeding and does surveillance during the night. More tools are being developed such as a leaf shredder and a brush. It's a platform for developers to easily build their own tools on it. Our core focus is on AI technology for home robots. EEVE was the first company worldwide to deliver a perimeter cable free garden robot (see Wikipedia - lawn robot history).","Welcome to the forefront of home robotics, where innovation meets the tranquility of your garden. As a leading manufacturer in the garden space, we specialize in crafting cutting-edge robotic solutions tailored to elevate your outdoor experience.
Introducing Willow, our flagship creation and your ultimate garden companion. Willow isn't just any robot; it's an autonomous marvel, seamlessly blending functionality and intelligence. From flawlessly mowing your lawn to tirelessly tackling weeds, and even providing nighttime surveillance for added peace of mind, Willow does it all. And we're just scratching the surface.
Driven by our commitment to innovation, we're continuously expanding Willow's capabilities with new tools in development. Picture a leaf shredder effortlessly clearing seasonal debris or a precision brush sweeping away dirt and detritus, leaving your garden immaculate. With each enhancement, Willow becomes more than just a robot; it becomes an indispensable part of your outdoor sanctuary.
But what truly sets Willow apart is its open platform, inviting developers to unleash their creativity. With easy access to our technology, developers can build and customize their own tools, transforming Willow into a personalized solution for every garden.
At our core, we're fueled by a passion for AI technology in home robotics. Our dedication to pushing the boundaries ensures that Willow is not just a product but a manifestation of our commitment to innovation and excellence.
Fun fact: EEVE holds the distinction of being the first company worldwide to deliver a perimeter cable-free garden robot, a testament to our pioneering spirit and dedication to pushing the boundaries of what's possible in home robotics (see the lawn robot history on Wikipedia).",Waregem,"Innovative, autonomous, multifunctional, developer-friendly.",Between €5 million-€10 million,2017,eeve.com,Active,BE,http://linkedin.com/company/eeve-com
Locky,https://www.eu-startups.com/directory/locky/,Belgium,Locky is the safest way to park your bike.,"Locky is on a mission to reduce bike theft and encourage cycling as a eco-friendly transportation mode. The fear of bike theft, experienced by 1 in 2 urban cyclists, often dissuades people from cycling.
Consider Anna's story. She is a city resident who had her cherished bike stolen. Despite securing it with two locks in an area she thoughtwas safe, she returned to find it missing. The blow wasn't just financial, but emotional too, making her hesitant to invest in another bike. Her story isn't unique, underscoring the necessity of a solution like Locky.
Locky offers an innovative bike parking bollard, blending strength, environmental sustainability, and modern design. Key features include theft-resistant patented metal, smart technology for enhanced security and user convenience, and the use of recycled materials for sustainability.
Our solution benefits governments by enhancing safety and sustainability in urban planning, businesses by promoting a healthier, eco-friendly commute and reducing parking space requirements, and individuals like Anna by providing peace of mind with secure bike parking.
Locky is more than a product; it's a movement towards a greener, safer, bike-friendly urban landscape. We invite you all to be part of the solution. With Locky, secure your ride and enjoy your city.",St Gilles,"product,service,mobility",No funding announced yet,2023,locky.bike,Active,BE,https://www.linkedin.com/company/76803822/admin/feed/posts/
NexusGPT,https://www.eu-startups.com/directory/nexusgpt/,Belgium,"Build AI agent in minutes, without coding.","NexusGPT enables anyone to build, finetune, and integrate autonomous AI agents without touching a single line of code.
On Nexus, you can create agents able to perform about any task you can imagine and integrate them where it matters the most for you (from your website all the way to your internal Slack channel).
To do that, nexus provides an existing marketplace of over 1000 ready-made agents as well as over 1500 tools ready to add to your agent.
You can also add custom knowledge (from pdf, pptx, docx, website, notion, etc.) and add it as well to your own agent to make it relevant for your own use case and business.
Finally, once you want to deploy your agent, you can do it simply directly on your website, WhatsApp, Slack, Teams, etc. in one click.",Brussels,"AI Agents, AI Chat Agent, Business AI Agents, AI Chatbot",No funding announced yet,2023,https://gpt.nexus,Active,BE,https://www.linkedin.com/company/nexusgpt/
Chift,https://www.eu-startups.com/directory/chift/,Belgium,"Chift facilitates integrations for SaaS vendors through a unified API platform. Seamlessly connecting applications in a single click, Chift empowers businesses by connecting their business management tools (Accounting, Invoicing, Ecommerce, POS, …), saving time and unlocking new opportunities.",,Brussels,"Devtool, Fintech, API, Accounting",Between €100K-€500K,2022,https://www.chift.eu/,Active,BE,https://www.linkedin.com/company/chift-app/
Mintt,https://www.eu-startups.com/directory/mintt/,Belgium,"AI based fall detection & prevention solution for Hospitals, Nursing Homes & Home Care.","Clinically proven, not a wearable, fully respecting privacy and bringing objective information to the nurses.
ISA is a one connected sensor solution, easy to install and fully autonomous.
Patients are secured, nurses are relieved in their daily tasks and management improves their bottom line.",Brussels,"AI, Prevention, Fall, senior",Between €5 million-€10 million,2018,HTTPS://mintt.care,Active,BE,https://be.linkedin.com/company/mintt-care
Hustle Cafe,https://www.eu-startups.com/directory/hustle-cafe/,Belgium,"Connect and meet with other founders online to exchange ideas, gather feedback, and build your next big startup.","The purpose of Hustle Cafe is to create a trusted peer support group of indie makers. We discuss about a lot of things like:
• Marketing Ideas
• Feedback And Suggestions
• Idea Validation
• Upvoting On Product Hunt
• Questions
• Collaboration Opportunities
• Founder Resources
We keep things laid back. No egos, just hustlers helping hustlers thrive. If you're ready to join a community of like-minded individuals who are passionate about creating and building startups, then join us today!",Toronto,"Marketing, Social, Website",No funding announced yet,2023,https://hustle.cafe,Active,BE,https://www.linkedin.com/company/icelabs
Yambla,https://www.eu-startups.com/directory/yambla/,Belgium,"Idea Management Software | Innovation Management Software
Empower your innovators today, and kickstart an innovation program that makes waves.",,Merchtem,"Idea Management Software, Innovation Management Software, Hackathon Software, Open Innovation Software",No funding announced yet,2012,https://yambla.com,Active,BE,https://linkedin.com/company/2588059
Fixâit Repair and Maintenance,https://www.eu-startups.com/directory/fixit-repair-and-maintenance/,Belgium,"Fix-it offers convenient repair and maintenance services for your home appliances. Our skilled technicians prioritize quick appointments and provide fast repairs in case of breakdowns, along with replacement parts or appliances.
With our subscription service, enjoy peace of mind knowing that expert assistance is available within 48 hours. Transparent pricing and detailed estimates ensure a hassle-free experience for our customers.",,Brussels,"home appliances, fast service, repair and maintenance",No funding announced yet,2023,https://www.fix-it.help/,Active,BE,https://www.linkedin.com/company/fix-it-maintenance-repair/
AREA42,https://www.eu-startups.com/directory/area42/,Belgium,"AREA42 improves trade by identifying real trade problems and creating customer-centric TradeTech solutions that lead to a fluid and risk-savvy trade environment. We're a venture builder specialising in smoothing out B2B trade, focusing on trade finance innovation.

For us, success can be measured in the upgrades we offer to trade ecosystems. We do not see technology
as an objective in itself, but we believe it is key to unlocking radical improvements for trade and
accompanying risk.

Together we’re turning ideas into innovative startups and scaleups that will disrupt the trade industry.",,Brussels,"tradetech, trade finance, B2B, venture builder",No funding announced yet,2019,https://www.area42.tech,Active,BE,https://www.linkedin.com/company/joinarea42/
Terms.Tech,https://www.eu-startups.com/directory/terms.tech,Belgium,"Terms.Tech is a European flexible payment terms solution helping business customers improve cash flow and grow sales. It delivers Buy Now, Pay Later (BNPL) services for any business need, from one-click checkout to custom solutions for complex B2B platforms. 

Terms.Tech funds smaller recurring transactions and larger purchases up to €200k. By efficiently providing instant payment terms decisions, debt collection, and white labelling, Terms.Tech meets today’s business demands. 

Born out of AREA42 and backed by Credendo, Terms.Tech is based in Belgium but with coverage across the EEA and Switzerland. This makes Terms.Tech the go-to choice for European businesses looking for an easy-to-integrate customer-friendly B2B BNPL solution.",,Brussels,"BNPL, payment terms, B2B, SaaS",No funding announced yet,2020,https://terms.tech,Active,BE,https://www.linkedin.com/company/terms-tech/
Create your Matrix,https://www.eu-startups.com/directory/create-your-matrix/,Belgium,"Create Your Matrix, Digital Strategy combined with a pool of talent to get things done with precision & speed.

When you are working hard on your business but don’t see the growth you envision, it can be difficult to keep the motivation. Investing your resources; time, energy, and money without seeing your goals on the horizon can really be a setback, but it does not need to be like that. Understanding that this is happening can put you in the right path and give you the connections with the necessary expertise to help you achieve your goals.

Business owners work with accountants and lawyers but are frequently tackling growth problems themselves. A fresh perspective from an experienced strategist will bring a world of change and that's exactly where we help businesses. Strategy is the ‘thinking’ that happens before the action. The navigator to make sure that actions are directed at the desired results. It simply ensures that all the ‘doing’ efforts are directed in the right direction. 

Growth happens in a team. We understand that and are on a mission to help owners and directors to make it easier, less stressful, and more fun. Giving an answer on the root problems that hinder growth.

- Not knowing what steps to take
- Lack of a concrete action plan with clear deadlines
- No longer seeing the trees through the forest when implementing digital components
- A shortage of fresh and innovative ideas
- Struggling with limited capacity and dependence
- Finding it confusing to implement strategies effectively

A message from Ana Rodrigues, 
CEO of Create your Matrix

“ Without strategy, execution is aimless. Without execution, strategy is useless. Our strategists with a background in operations, finance, sales, marketing and digital product building, collaborate to accelerate the growth of your business. Your assigned strategist creates a strategy and action plan to achieve your goals. We offer you the 3 components to make it happen. 

Thinking - Planning - Doing. This makes sure that nothing stands in the way of getting forward towards your envisioned goals.

I invite all of you to experience the power of strategic planning firsthand with the complimentary session you can book via our website and discover how we can help your business thrive in the fast-changing world we are sharing. “",,Antwerpen,"Growth strategy, Digital agency, Sales architects, Online marketing",No funding announced yet,2023,https://www.createyourmatrix.com/en/home,Active,BE,
Trainingsparkle,https://www.eu-startups.com/directory/trainingsparkle/,Belgium,Trainingsparkle createss athlete books out of Strava and Garmin activities so athletes can cherish their trainings and races for which they trained for forever!   Books are available as a digital download or can be delivered as a beautiful hardcover book.,,Ghent,"sports, books, AI",No funding announced yet,2023,www.trainingsparkle.com,Active,BE,https://www.linkedin.com/company/trainingsparkle/
Le bon comptoir,https://www.eu-startups.com/directory/le-bon-comptoir/,Belgium,"Le allows its customers to shop for their household essentials from all their favorite local stores delivered the same day in a single seamless order, replacing the conventional supermarket with a local digital marketplace.","We've created a home-made process to implement a single 6.95€ delivery fee for your entire order, eliminating the complexities of multiple charges and logistical concerns. We provide automated multi-picking logistics, coupled with a supermarket-like experience, which grants customers the freedom of choice, enhancing their consumption both qualitatively and quantitatively.
We provide our merchant a streamlined digital infrastructure which enables stores to swiftly digitize catalogs featuring over 1200 products, facilitating online presence within a week at an accessible price point.
Le bon comptoir digital marketplace is headquartered in Brussels, boasting over 8,000 local products available online. Our strategy is to validate our model before scaling up internationally.",Brussels,"foodtech, local, supermarket, delivery",No funding announced yet,2023,leboncomptoir.be,Active,BE,
