name,link,category,businessDescription,longBusinessDescription,basedIn,tags,totalFunding,founded,website,companyStatus,linkedin,country
SimplerWork AI,https://www.eu-startups.com/directory/simplerwork-ai/,Slovenia,"SimplerWork ÄI gives small businesses a way to keep up with marketing, even if they don’t have a team. It’s not another generic AI tool. You open it, pick a task, and it guides you from start to finish. No prompts, no fancy setup. Just strong drafts you can use, tweak, and move on. It’s built for people who are tired of overcomplicated software and just want something that works.","Most small business owners are already doing too much. Marketing always ends up on the back burner, or worse—it gets outsourced, watered down, or skipped entirely. SimplerWork AI was built for that exact situation.
It’s a set of practical, guided tools that help you create marketing emails, social posts, press releases, and more. No blank page, no prompt engineering, no need to learn new software. You open the tool, fill in a few things you already know, and the rest is handled. The result? Solid content you can send or publish in minutes, not hours.
If you’ve ever stared at an empty screen wondering what to write, or spent too much time rewriting something a freelancer delivered, you’ll get the value instantly. SimplerWork keeps things simple—and that’s the whole point.
Key Features
- Built-in marketing expertise—zero prompting needed
- Start with strong drafts, fix in seconds
- Do more with the team you already have
- Human-quality fine tuned AI output, not robotic copy
- Task-specific templates: emails, posts, press releases & more
- Free trial, no credit card required",Ljubljana,"productivity, AI, simplify, office",Between €1-€100K,2024,https://www.simpler-work.ai,Active,https://www.linkedin.com/company/simpler-work-ai/,SI
DORApp,https://www.eu-startups.com/directory/dorapp/,Slovenia,"Managing ICT third-party providers under DORA regulations can be complex, but DORApp makes it effortless. The cloud-based platform automates compliance tracking, risk assessments, and reporting, reducing the burden on financial entities. With real-time data validation, users can ensure vendor information is accurate, up-to-date, and compliant with EU regulations. DORApp’s automation capabilities extend to XBRL report submission, ensuring seamless regulatory compliance. Its intuitive dashboard provides an overview of ICT vendors, contract details, and risk levels, allowing institutions to make informed compliance decisions efficiently.",,Maribor,"SaaS, Fintech, InsurTech",No funding announced yet,2024,https://dorapp.eu/,Active,https://www.linkedin.com/company/u-centrix/,SI
d.labs,https://www.eu-startups.com/directory/d.labs,Slovenia,"d.labs is a venture product studio that helps startups and scale-ups build, launch, and grow digital products. With 14+ years of experience in fintech, SaaS, marketplaces, and publishing, we specialize in turning ambitious ideas into scalable, AI-powered businesses.","d.labs partners with ambitious startups and scale-ups to build and grow digital products that drive real impact. We blend deep industry expertise with an AI-first mindset, helping founders navigate the complexities of product-market fit, automation, and scalable growth.
Unlike traditional agencies, we co-create and invest alongside startups, leveraging our expertise in fintech, SaaS, marketplaces, and publishing to bring AI-driven solutions to life. Whether it’s streamlining financial operations, enhancing marketplace intelligence, or personalizing content at scale, we help companies unlock new opportunities through technology.
With a team of experts across Europe, we’ve helped 100+ startups refine their strategy, build breakthrough products, and secure funding. Many have gone on to raise capital, achieve rapid growth, and deliver category-defining innovations.",Ljubljana,"fintech, SaaS, AI",No funding announced yet,2011,https://www.dlabs.io,Active,https://www.linkedin.com/company/d.labs/,SI
CartBoss,https://www.eu-startups.com/directory/cartboss/,Slovenia,"CartBoss is a high-impact SMS marketing powerhouse designed to drive sales for online stores. 

Transform abandoned carts into revenue and turn casual buyers into loyal customers!

With an impressive 4,500% average ROAS and zero subscription fees, boost your sales effortlessly.",,Ljubljana,"Marketing, E-Commerce,",No funding announced yet,2024,https://www.cartboss.io/,Active,https://www.linkedin.com/company/cart-boss/,SI
Specialty Kava Slovenia,https://www.eu-startups.com/directory/specialty-kava-slovenia/,Slovenia,All-in-one coffee guide and exclusive coffee events in Slovenia,"SpecialtyKava.si is an event-website dedicated to promoting the culture of specialty coffee in Slovenia. The website provides in-depth articles on various topics related to specialty coffee, including reviews of local coffee shops, brewing techniques, and insights into different coffee beans and roasts. It aims to educate coffee enthusiasts about the art of brewing, as well as highlight the growing specialty coffee scene in Slovenia. SpecialtyKava.si is a valuable resource for anyone looking to deepen their knowledge and appreciation of high-quality, ethically sourced coffee.",Ljubljana,"events, coffee",No funding announced yet,2023,https://specialtykava.si,Active,,SI
Parakeet AI,https://www.eu-startups.com/directory/parakeet-ai/,Slovenia,"Parakeet AI offers real-time, AI-driven assistance for interviews, providing instant responses and industry-specific guidance.","Parakeet AI helps job candidates ace interviews by offering real-time, AI-generated responses tailored to specific industries and positions. It integrates seamlessly with popular video call platforms like Zoom and Teams while remaining undetectable. The tool also ensures privacy through encrypted communication and automatically deletes transcripts after sessions. With support for 59 languages and customizable answers based on resumes, Parakeet AI empowers users to confidently navigate interviews and improve outcomes.",Notranjska,"AI Interview Prep, Career Success, Real-Time Assistance, Job Interviews",No funding announced yet,2024,https://www.parakeet-ai.com,Active,,SI
Lime Booking,https://www.eu-startups.com/directory/lime-booking/,Slovenia,"Lime Booking is an All-in-One solution for appointments scheduling. Effortless scheduling with an online booking system, automatic reminders, powerful analytics and more!","Lime Booking is an online application for appointment scheduling, sending automatic reminders, managing business analytics, editing employee schedules and more. Enhanced user interface and ease of use save time in administration and communication with customers.",Ljubljana,"SaaS, Appointment scheduling, Software, CRM",No funding announced yet,2022,http://lime-booking.com/,Active,https://www.linkedin.com/company/lime-booking/,SI
Mysteria Colorum,https://www.eu-startups.com/directory/mysteria-colorum/,Slovenia,"We are provider of innovative solutions for visual control of temperature and for registration of their changes in the past. In general, our product is a smart label with temperature-sensitive chromogenic material, printed in an arbitrary form which change colour if passing the defined temperature. The changes are seen by naked eye or registered by video camera, thus no electric supply or IT network is required.","Mystera Colorum transmits high-tech knowledge from materials science directly into high added value products. Our research of thermochromic materials belongs to the world top in this field, which gives the team a strong reference and recognition.",Ljubljana,"Manufacturing, Temperature-sensitive chromogenic material",Between €1-€100K,2017,https://www.mycol.si/sl/http-www-mycol-si-sl-home/,Active,https://www.linkedin.com/company/mysteria-colorum-d.o.o./,SI
Sportbot,https://www.eu-startups.com/directory/sportbot/,Slovenia,Sportbot is the world's first moving tennis ball launcher.,,Kamnik,Sports,Between €10 million-€25 million,2022,https://sportbot.tech/,Active,https://si.linkedin.com/company/sportbot?trk=public_post_main-feed-card_reshare-text,SI
Remea,https://www.eu-startups.com/directory/remea/,Slovenia,Remea is a software company developing solutions for charging and e-mobility.,,Maribor,"SaaS, Transportation",Above €25 million,2022,https://remea.si/,Active,https://www.linkedin.com/company/remeacharging,SI
ReCatalyst,https://www.eu-startups.com/directory/recatalyst/,Slovenia,"ReCatalyst has developed an innovative nano-tech process that will revolutionize the way we make fuel cell catalysts by reducing the amount of necessary platinum in a PEMFCs by 50%, while increasing the catalytic efficiency by 2-3-fold.",,Ljubljana,Sustainability,Between €1 million-€ 2.5 million,2021,https://recatalyst.si/,Active,https://www.linkedin.com/company/recatalyst/,SI
Bizz.io,https://www.eu-startups.com/directory/bizzio/,Slovenia,"Bizzio, the business community, is a quickly expanding platform giving companies access to a wide range of services and business tools that increase their profits, create new connections, and partnerships, and promote their products and services to other members.","Bizzio, the business community, is a quickly expanding platform giving companies access to a wide range of services and business tools that increase their profits, create new connections, and partnerships, and promote their products and services to other members.Join the ever-growing network of business leaders, executives and experts who share a passion for knowledge, growth, and development in a friendly, supportive, social environment. All based on the innovative blockchain technology.",Ljubljana,"Fintech, SaaS",Between €10 million-€25 million,2022,https://bizz.io/,Active,,SI
SailAway,https://www.eu-startups.com/directory/sailaway/,Slovenia,"Precision planning and unparalleled insights for your sailing adventures. See real-time occupancy of sailing anchorages, access density charts, and enjoy customizable predictions for a seamless sailing experience.",,Ljubljana,"travel, tech, ai, content",No funding announced yet,2023,sailaway.life,Active,,SI
LynxCraft,https://www.eu-startups.com/directory/lynxcraft/,Slovenia,"LynxCraft is a building platform powered by the Lynx building system. Our product is a building design software platform powered by a patented building technique using a finite amount of kit of parts (19) and 100% prefabricated panels. Building design software platform enables simplicity, speed, visualisation/usability (output)... 
Our building software platform enables anyone without previous knowledge or experience to  easily design a building in record time getting an informative output (cost in real time,documents for building permit).","Lynx a patent pending algorithmic building system that enables much faster and affordable construction. A finite amount of parts (19) enables massive production of building blocks enabling systematization and massive optimization. Total prefabrication of building blocks makes the quality much higher and enables record speeds. From order of a house to handover in a week. The system is enabled by the web based platform, where a user designs and orders a building in minutes. The panels are then provided by the network of LynxCraft’s producers that produce the panels and ensemble them on site. LynxCraft team is a middleman that, through the platform, connect real estate developers with panel production capacities. It is a one stop shop for the customer, from design to building handover.",Ljubljana,"building system, alrotigm, patent",Between €100K-€500K,2023,www.lynx-craft.com,Active,https://www.linkedin.com/search/results/all/?fetchDeterministicClustersOnly=true&heroEntityKey=urn%3Ali%3Aorganization%3A98201760&keywords=lynxcraft&origin=RICH_QUERY_TYPEAHEAD_HISTORY&position=0&searchId=e6cb82ff-a91f-4398-a5ee-a5fb0694a08b&sid=%2CP%2C&spellCorrectionEnabled=true,SI
Re/Marka,https://www.eu-startups.com/directory/remarka/,Slovenia,Sustainable fashion brand producing stylish outwear from recycled fabrics and second hand materials.,"Re/Marka is a sustainable fashion brand that produces outerwear made of recycled fabrics and second hand materials The brand encourages people to become responsible to themselves and the world without sacrificing their need to be fashionable.
Currently we are working on organizing the general issues to make our brand Slovenian, on organizing the production in the country and starting sales not only in Slovenia, but the whole Europe.
In this connection we are looking for any form of assistance from the local funds/investors. We understand that at the current stage we are unlikely to be able to get any financial assistance, but would highly appreciate any help from, including consultancy, expertise and connections that will help us to grow.",Ljubljana,For those who want to be high styled and become sustainable,No funding announced yet,2021,https://re-marka.one/,Active,,SI
Phare,https://www.eu-startups.com/directory/phare/,Slovenia,"Phare helps you run brilliant websites with website monitoring, analytics, security, incident management, and alerting in a single platform.","Phare Uptime is a complete website monitoring platform. Monitor your websites' HTTP(s) endpoints, servers with TCP/UDP sockets, and SSL certificates from 6 locations in America, Europe, or Asia. Get alerted when anything goes wrong, using a centralized alerting system that can be tailored for each project, all integrated with your favorite tools. Fix bugs faster with an easy-to-use incident management system and event timeline.",Ljubljana,"Uptime monitoring, inicdent management, analytics,",No funding announced yet,2022,https://phare.io,Active,https://www.linkedin.com/company/usephare,SI
DDDinvoices,https://www.eu-startups.com/directory/dddinvoices/,Slovenia,"Provider of global e-invoicing solutions for SaaS, ERPs, independent software vendors and enterprises. By implementing 1 API your company get complete global e-invoicing ability. Your global e-invoicing partner for effortless compliance.",,Ljubljana,"Technology, Information, Internet, invoicing",Between €100K-€500K,2023,https://dddinvoices.com/,,,SI
Charg3,https://www.eu-startups.com/directory/charg3/,Slovenia,anywhere sustainable EV charging.Our physical goods form a hivemind that automatically controls your power usage and charging cycles.Wallie is a first-generation environmentally friendly wall plug that controls power usage while your devices are charging.,,Ljubljana,"physical products, connected devices, Companies & Startups",No funding announced yet,2022,https://charg3.me,,,SI
Beyond Motors,https://www.eu-startups.com/directory/beyond-motors/,Slovenia,"ENERGISING THE FUTURE Beyond is at the bleeding edge of technology. Located in the heart of Europe, but globally well-connected, we endeavour not to compete in the field of axial flux motors, but co-operate with innovators and visionaries that are in the need of a fast progression in their field. With a product of unmatchable power density, quiet and lightweight, weâ€™re looking at many industries and strategically approaching where we can accelerate the process most â€” technically and metaphorically. Beyond is where the engineering expertise meets the culture, itâ€™s a game changer.",,Ljubljana,"Motor design, power density, game changer",No funding announced yet,2022,https://www.beyondmotors.io/,,,SI
Flai,https://www.eu-startups.com/directory/flai/,Slovenia,"Technology for automated information processing and sharing. Flai is on a mission to automate all key geospatial data processing steps, based on years of experience in handling geospatial projects.

The goal is to substitute manual, labour-intensive data processing of raw images and point clouds to turn data into meaningful information for further analysis.",,Ljubljana,"IT, Software, IT Services, IT Consulting",No funding announced yet,2022,https://flai.ai,Active,https://www.linkedin.com/company/flai-ai,SI
ESG Studios,https://www.eu-startups.com/directory/esg-studios/,Slovenia,"A partnership designed to bring in philosophers, artists, scientists and entrepreneurs of all kinds, to explore the fundamental truth of nature and human mind, as well as their roles, limitations and potentials for game changing products. We look at businesses and figure out the point of maximum leverage in order to create wealth and concept stability on a long-term, which allows us to re-invest and build global brands. Exploring and creating on the bleeding edge of technology, science, art and communication, according to our intuition, backed up by data, we want the people to be excited about the future.",,Ljubljana,"Consulting, Impact Investing, Incubators",No funding announced yet,2022,https://www.esg-studios.com/,Active,,SI
Beyond Motors,https://www.eu-startups.com/directory/beyond-motors-2/,Slovenia,"ENERGISING THE FUTURE Beyond is at the bleeding edge of technology. Located in the heart of Europe, but globally well-connected, we endeavour not to compete in the field of axial flux motors, but co-operate with innovators and visionaries that are in the need of a fast progression in their field. With a product of unmatchable power density, quiet and lightweight, we're looking at many industries and strategically approaching where we can accelerate the process most technically and metaphorically.",,Ljubljana,"Industrial, Manufacturing, Professional Services",No funding announced yet,2022,https://www.beyondmotors.io/,Active,https://www.linkedin.com/company/beyond-motors-tech/,SI
X-Ray.contact,https://www.eu-startups.com/directory/x-ray-contact/,Slovenia,A platform to search for information about people based on open-source data.,"We use technologies to systemize and analyze data from open sources to provide you with an easy-to-understand reliable report on a targeted person. This report will contain overall data about contact info, nicknames, locations, images of a person, presence on social media with direct links, as well as advanced phone and email analysis.
X-Ray offers a global reach with extensive coverage of public records and other sources all over the world.
You can have immediate access to the most relevant information about a targeted person within a few clicks, using different extended search types to please every request: image, email, phone, and name search.",Lyubliana,"people search, identity verification, open source data, reverselookup",No funding announced yet,2022,https://x-ray.contact/,Active,https://www.linkedin.com/company/x-raycontact/?viewAsMember=true,SI
Take Profit Academy,https://www.eu-startups.com/directory/take-profit-academy/,Slovenia,"We are firstly independent and autonomous traders and secondly educators on Forex markets. We teach everyone from beginners to corporate investors the best strategy to consistently generate profit in the Forex market. In last 8 months we helped more than 70 people improve the quality of their lives. Our business is based on honesty, morality and transparency. We lead by example and teach what we perform. It doesn’t matter whether you are a complete beginner or a professional, if you have desire and show discipline, you can learn what we do and how we do it. The methods we use are simple, easy and interactive. Therefore, all participants learning from us know what is happening and why. Our mentoring begins in person, no matter where in the world you are. Through ‘online training’ you are guided step by step until you are ready to do everything independently.",,Ljubljana,"Education, Financial Services, Training",No funding announced yet,2022,https://takeprofitacademy.com,,,SI
DeltaHub,https://www.eu-startups.com/directory/deltahub/,Slovenia,"DeltaHub is a young European company, passionate about designing products that bring extra ease to your every day. With us, the design doesn’t start with aesthetics, it begins with functionality. What started just as a hobby — and something our parents did not believe in, is now our full time job and Carpio is serving thousands of customers all over the world. Coming from various backgrounds we complement each other to maximize the results we can deliver. We are on a mission to become the go-to Hub where creative ideas are born and successfully put to good use.",,Ljubljana,"Consumer Goods, E-Commerce, Retail, Sales",No funding announced yet,2022,https://deltahub.io,,,SI
Kings of Games,https://www.eu-startups.com/directory/kings-of-games/,Slovenia,"Kings of Games is a gaming studio that designs, develops and publishes mobile board games.
The studio is based in Ljubljana, Slovenia, and consists of a team of people dedicated to re-imagining the era of board games in the mobile world. It focuses on gamified design and User Experience for the modern generation, with the goal of bringing regular players into contact with masters and superstars!",,Ljubljana,"Gaming, Mobile, Online Games",No funding announced yet,2022,https://kingsfgames.com/en/,,,SI
ACEX,https://www.eu-startups.com/directory/acex/,Slovenia,"We evaluate trends and price movements in financial & fintech industries to make predictions of real events. We deliver efficient tailor-made software assisted by specialized algorithms and data science models. We build prediction models, algorithms and oracles using custom research-based mathematical and statistical modelling. We specialize in decentralized protocols, Web 3.0, scaling by automation, Cyber security and DevOps. Our fields of experience are empowering us for future development in bioindustries and agriculture, e-mobility and other sustainable businesses.",,Ljubljana,Financial Services,No funding announced yet,2022,https://acex.si,,,SI
Microbium,https://www.eu-startups.com/directory/microbium/,Slovenia,"Microbium is a young, development-oriented company that is well connected with industry and research environment, as well as development and analytical laboratories in Russia, Denmark and Slovenia. Our services and products include methods of detection and elimination of microorganisms in drinking water, wastewater and products of the chemical and food industry. We invite you to watch our presentation video to get to know us better.",,Ljubljana,"Biotechnology, Information Technology, Life Science",Between €1-€100K,2022,http://www.microbium.si/,,,SI
Juicefast,https://www.eu-startups.com/directory/juicefast/,Slovenia,"New food technology. Making health shortcuts one meal and juice at a time. We use the freshest, highest-quality plant-based ingredients to make products that are nutrient- and nutritionally-dense. Without preservatives, additives, additional industrial sugar, or GMO components, we guarantee wellness.",,Brezice,"GMO, Juice, Health-Passionate, Nutrients",Between €500K-€ 1 million,2022,https://juicefast.com/,,,SI
SaleSqueze d.o.o.,https://www.eu-startups.com/directory/salesqueze-d-o-o/,Slovenia,B2B Sales System for Complex and Configurable Products,SaleSqueze is a revolutionary cloud-based configure-price-quote (CPQ) software that focus on automation of B2B ordering and quoting of configurable and complex products. SaleSqueze's user experience and opportunity filtering system is unlike any other CPQ currently available on the market.,Škofja Loka,"software, CPQ, sales, configurable products",Between €100K-€500K,2021,https://salesqueze.com/,,,SI
Flux Motorcycles,https://www.eu-startups.com/directory/flux-motorcycles/,Slovenia,"Flux Performance strives to create a true riders electric motorcycle. Respecting traditional motorcycles and combining them with the most advanced technology in electric propulsion, we aim to expand the riding experience to new possibilities. No noise restrictions and heavy maintenance costs create an exceptional level of freedom. With unrelenting focus on quality and providing a pristine feeling of riding, we would like the rider to experience passion in driving a motorcycle, driven by electricity, without any compromise on performance.",,Koper,"Motorcycles, Performance electric propulsion, Motor Vehicle Manufacturing",Between €1-€100K,2021,https://fluxmoto.co/,Active,https://www.linkedin.com/company/flux-perfomance,SI
Clout.art,https://www.eu-startups.com/directory/clout-art/,Slovenia,"Clout means influence and power. It describes how a creator can affect the actions or beliefs of others. Clout can also be measured in likes, comments, and shares, collectively known as engagement. If clout can be measured, we believe it can be valued.",,Ljubljana,"Technology, Information, Internet",No funding announced yet,2021,https://www.clout.art,Active,https://www.linkedin.com/company/cloutdotart,SI
Confiva Global,https://www.eu-startups.com/directory/confiva-global/,Slovenia,"Confiva is an EU-based event online platform that offers a shift of all event content to a hybrid or a completely digital format. The platform is aiming to serve as a professional tool for companies that want to reach their best potential. Make your online experience as perfect as your real-life event, with Confiva Global.",,Ljubljana,"Events, SaaS, Social Network, Ticketing",Between €100K-€500K,2021,https://www.confiva.com/,,,SI
Quantifly,https://www.eu-startups.com/directory/quantifly/,Slovenia,"Quantifly provides HR and management consulting businesses with an organizational diagnostics platform to support their clients in gaining the necessary insights and devising recommendations for improving organizational structure, culture, and dynamics. This results in more productive teams and more engaged employees.",,Ljubljana,"Organizational Diagnostics, Employee Engagement, Team Dynamics Optimization, Data-Driven HR Insights",Between €100K-€500K,2021,https://www.quantifly.net/,Active,https://www.linkedin.com/company/quantifly-organizational-diagnostics/,SI
SPEKTRAL Seismic Solutions,https://www.eu-startups.com/directory/spektral-seismic-solutions/,Slovenia,SPEKTRAL Seismic Solutions provides innovative devices and systems for improved seismic safety of buildings.,,Ljubljana,"safety, buildings",No funding announced yet,2021,https://www.spektral.si/?lang=en,,,SI
White Hydrogen Coalition,https://www.eu-startups.com/directory/white-hydrogen-coalition/,Slovenia,"The White Hydrogen Coalition (WHC) is a distributed community of stakeholders and supporters of clean energy technologies aimed at cleaning the planet and decarbonizing energy production and consumption. Its name comes from a type of Hydrogen Gas, produced with the low-temperature conversion of plastic and waste into its core chemical components and electrical energy.","The White Hydrogen Coalition (WHC) is a distributed community of stakeholders and supporters of clean energy technologies aimed at cleaning the planet and decarbonizing energy production and consumption. Its name comes from a type of Hydrogen Gas, produced with the low-temperature conversion of plastic and waste into its core chemical components and electrical energy. 
It was formed in 2017 in the Republic of Slovenia and is led by Robert SEREC, MBA IMD, a Serial Entrepreneur & Business Executive and Blockchain Enthusiast with  demonstrated history of successful business ventures and managerial performance as a CEO and Board member of international and local corporations.
The mission of the White Hydrogen Coalition is to speed up and facilitate the mainstream adoption of clean technology solutions, such as Low-Temperature Conversion (LTC) process that reduces the carbon footprint and waste pollution of the Earth and provides a source of clean energy of which White Hydrogen is the ultimate symbol.",Marshall,Let's clean the waste get the white hydrogen,No funding announced yet,2021,https://www.whiteh2coin.com/,,,SI
Indigo Labs,https://www.eu-startups.com/directory/indigo-labs/,Slovenia,Azure and .NET Software Powerhouse. Here at Indigo we would like to think of ourselves as software craftsmen. We have been working with venture-backed startups and enterprises for over 20 years and created a number of successful engineering solutions. We love working on challenges rather than being in love with a few technologies and solutions. Despite our ambitions to offer a full-service we do excel in a few areas listed below.,,Ljubljana,"Cloud Computing, Information Technology, Software",Between €1-€100K,2021,https://www.indigo.si,,,SI
PC Agent,https://www.eu-startups.com/directory/pc-agent/,Slovenia,"Providing computer repair services including custom computer builds. At PC Agent we are engaged in the service of computers and computer components, the composition of the gaming computer to order, various modifications (moddingi) of the computer, the purchase and sale of computer equipment, service at home ... With passion, knowledge and creativity, we want to raise the Slovenian computer-gaming scene to the very top! We will be happy to advise you and give you expert advice free of charge when purchasing computer equipment, upgrading and repairing your computer.",,Domzale,Computer,Between €1-€100K,2021,https://pcagent.si/,,,SI
