name,link,category,businessDescription,basedIn,tags,totalFunding,founded,website,companyStatus,linkedin,country,longBusinessDescription
octofy,https://www.eu-startups.com/directory/octofy/,Finland,"Octofy delivers premium AI in one subscription, intelligently selecting the perfect model for each task. Access ChatGPT, Claude, Gemini and more, with data visualization, customizable interface, and significant cost savings.",Helsinki,"AI Chat Platforms, Productivity Tools",No funding announced yet,2024,https://octofy.ai,Active,,FI,"Octofy - Supercharged AI Chat Experience
Octofy is a revolutionary AI chat platform that eliminates the need to juggle multiple AI subscriptions by providing access to premium AI models (ChatGPT, Claude, Gemini, DeepSeek, and more) through a single, cost-effective subscription.
Core Features
Smart Model Selection
Automatically selects the optimal AI model for each specific task
Cost-optimized routing with seamless fallback handling
Preserves context when switching between models mid-conversation
Significant Cost Savings
Save up to 75% compared to maintaining multiple AI subscriptions
Single transparent billing cycle instead of managing multiple accounts
Access to premium models at a fraction of the cost
Quality of Life Features
Customizable chat width for optimal reading experience
Multiple copy format options (plain text, markdown, HTML, code only)
Adjustable theme and appearance settings
Keyboard shortcuts for common actions
Conversation history organization and filtering
Data Visualization
Transform raw data into multiple chart types
Export visualizations in various formats"
ikkio,https://www.eu-startups.com/directory/ikkio/,Finland,"ikkio is an app for smart glasses that leverages computer vision and AI to improve the day-to-day lives of people with blindness and visual impairment, memory loss and attention disorders. Our solution is compatible with multiple smart glasses platforms ensuring flexibility and scalability. We meet diverse needs with our accessible, user-friendly solution.",Helsinki,"smart glasses, artifficial intelligence, computer vision",No funding announced yet,2024,https://www.ikkio.co/,Active,https://www.linkedin.com/company/ikkio/,FI,
Ray Browser,https://www.eu-startups.com/directory/ray-browser/,Finland,"Developer of a multiplayer web gaming browser. The company's browser offers three-dimensional (3D) rendering, gaming and content discovery services to enhance the gaming experience, enabling players to connect with existing or new friends, discover rising creators and stream everything while they explore.","South-West Finland, Espoo","Game, Browser Extension, Gaming, Entertainment, Developers, Game Players, Game Development, Game Design",No funding announced yet,2022,https://playonray.com,,,FI,
Matrix Destiny Chart,https://www.eu-startups.com/directory/matrix-destiny-chart/,Finland,"Discover your destiny with Matrix Destiny Chart! Explore life paths, strengths, and challenges through personalized numerology insights.",kong,Charts,No funding announced yet,2024,https://www.matrixdestinychart.org/,,,FI,"Discover your destiny, strengths, love connections, and compatibility with the Destiny Matrix Chart. Explore your life's path today!
What is a Matrix Destiny Chart, and how can it help me understand my life's purpose?
The Matrix Destiny Chart is a powerful tool that deciphers your life's blueprint based on your birth date and name. It reveals your life's purpose, strengths, and challenges, helping you align with your true potential and make informed decisions about your future.
How does the Matrix Destiny Calculator work, and what insights can I gain from it?
The Matrix Destiny Calculator uses numerology principles to analyze your birth date and name, generating a personalized chart. It provides insights into your destiny, relationships, career, and life challenges, offering actionable guidance to navigate your path effectively.
What makes the Matrix Destiny Chart unique compared to other destiny or numerology tools?
Unlike traditional numerology tools, the Matrix Destiny Chart provides a comprehensive view of your life's journey. It integrates elements of numerology, spirituality, and psychology to offer deeper, more personalized insights into various aspects of your life."
Medbiolab Europe,https://www.eu-startups.com/directory/medbiolab-europe/,Finland,"Our company is rapidly growing, specializing in the development, manufacturing, and production of cosmetic products. We design unique products tailored to meet our customers' individual needs or produce customized cosmetics according to their specifications. Our core values center on product safety and exceptional quality. Additionally, we support our clients by providing insights into the market trends and opportunities within the cosmetics industry.",Lahti,"cosmetic product development, cosmetic manufacturing, cosmetic raw-materials",No funding announced yet,2024,https://www.medbiolabeurope.com,Active,,FI,"We are a dynamic and growing company specializing in the development and manufacturing of cosmetic products. Our mission is to create innovative and tailored solutions to meet our customers' specific needs. Whether designing entirely new formulations or producing custom-made cosmetics based on your specifications, we prioritize product safety and exceptional quality as our core values.
In addition to product development, we offer a wide selection of premium raw materials and blends for cosmetic manufacturing. All our raw materials comply with stringent EU regulations, ensuring safety and reliability. We source ingredients from trusted suppliers, guaranteeing consistency and quality. If a specific ingredient or blend is not available in our inventory, we are happy to procure it upon request.
Flexibility is at the heart of our service. We can create multiple versions of a product for testing purposes, allowing you to refine the formulation to perfection. You are welcome to use your own packaging or select from our broad range of options. For a cohesive and professional finish, our partners also offer expert graphic design services to bring your brand vision to life.
Whether you’re a startup or an established brand, we are here to provide personalized and adaptable solutions. Contact us, and together we’ll plan and execute the ideal approach for your needs."
OliOil.iO,https://www.eu-startups.com/directory/olioilio/,Finland,"A pioneering startup headquartered in Finland, with a diverse team spanning over 5 countries. At Olioil, we’re on the cusp of revolutionizing the fight against oceanic oil spills through an innovative robotic solution, currently undergoing the patent process. Our approach integrates cutting-edge AI and satellite technology, culminating in a multinational collaboration of experts and universities.",Turku,"Cleaning oil spill, Bluetech, clean ocean, maritime",Between €500K-€ 1 million,2024,https://olioil.io/,Active,https://www.linkedin.com/company/100754026/,FI,"Oil spills pose a significant threat to marine environments, with devastating consequences for wildlife and ecosystems.
OliOil’s On-Deck Oil Spill Management Solution is giving immediate help with a robotic first aid kit oil boom system with semiautomated trawlers to ensure the oil will not spread across the sea when the accident happens.
Olioil’s innovative system is housed in a specialized on-deck container and can be deployed on oil tankers, large cargo vessels, and at commercial ports, enabling rapid response capabilities.
On the ship will be assembled high-performance autonomous robotic trawlers, equipped with AI-driven navigation and powerful engines. These boats can swiftly respond to oil spills, deploying inflatable oil booms stored on board. These booms are critical for containing and isolating spills, preventing the spread of oil until specialized oil recovery vessels—equipped with skimmers and other recovery tools—arrive to remove the oil from the water surface. The technology is under patent process and will be deployed to a POC process with Wärtsilä Zero Emission program that is partly funded by Business Finland. In the first phase the company is searching capital to run the POC program and later on to launch the product with selected shipping companies and harbors across the Globe."
In Parallel,https://www.eu-startups.com/directory/in-parallel/,Finland,"We are In Parallel. We empower enterprise organizations and people to do the right things right. Our vision is to lead a new generation of enterprise software that empowers organizations to thrive in the face of complexity and change. By harnessing AI’s transformative capabilities, we help organizations and people become their best, contributing to a future where everyone can achieve their full potential. Our commitment to quality, creativity, and humanity aims to make a lasting, positive impact on our customers and the world.",Helsinki,"AI,software,strategy execution,operating model",Between €2.5 million-5 million,2023,https://www.in-parallel.com,Active,https://www.linkedin.com/company/in-parallel-oy/about/,FI,"We are In Parallel. We empower enterprise organizations and people to do the right things right. Our vision is to lead a new generation of enterprise software that empowers organizations to thrive in the face of complexity and change. By harnessing AI’s transformative capabilities, we help organizations and people become their best, contributing to a future where everyone can achieve their full potential. Our commitment to quality, creativity, and humanity aims to make a lasting, positive impact on our customers and the world.
Our core offering, the Intelligent Operating Model, integrates AI and data-driven decision-making to close the gap between strategy and execution. This approach not only enhances operational efficiency but also ensures real-time alignment across all levels of your organization.
Founded in 2023, In Parallel is based in Helsinki, Finland, with offices in Munich and Amsterdam.
At In Parallel, our vision is to lead a new generation of enterprise software that empowers organizations to thrive in the face of complexity and change. By harnessing AI’s transformative capabilities, we help organizations and people become their best, contributing to a future where everyone can achieve their full potential. Our commitment to quality, creativity, and humanity aims to make a lasting, positive impact on our customers and the world.
Our mission is to empower organizations and people to do the right things right. We deliver strategic clarity in a rapidly evolving world, using AI to create game-changing Adaptive Strategies that make organizations more agile and resilient."
Finala Oy,https://www.eu-startups.com/directory/finala-oy/,Finland,"Finala provides premium, Finnish-made raw materials for the cosmetics and food industries. The company focuses on natural, safe, and lab-tested plant-based oils, botanical extracts, and essential oils, ideal for skincare, haircare, body care, and DIY beauty formulations.",Lahti,"natural cosmetics, cosmetic raw material",No funding announced yet,2024,https://www.finalacosmetics.com,Active,,FI,"Finala is a Finnish company delivering top-quality, natural raw materials to the cosmetics and food industries worldwide. The product range includes safe, lab-tested plant-based oils, botanical extracts, and essential oils, sourced from Finland’s pristine nature. These ingredients are widely used in skincare, haircare, body care products, and DIY beauty recipes. Finala is committed to high standards of quality and safety, as well as environmentally responsible production practices, making it a trusted choice for clients who value natural ingredients and sustainable development."
IOVuo Oy,https://www.eu-startups.com/directory/iovuo-oy/,Finland,"IOVuo Oy is a Helsinki-based deep tech startup specializing in precision location monitoring and structural movement analysis. The name “IOVuo” is derived from “I/O” (Input and Output) and “Vuo” (Flow in Finnish), reflecting the company’s focus on data flow and innovation. Initially, IOVuo developed a precise location system using GNSS technology, achieving higher accuracy. Their first solution, a berthing aid system, was tested in collaboration with Pertamina at the Tanjung Priok Fuel Terminal. This system addresses a significant challenge for large tanker vessels during docking, providing real-time data on distance, speed, and angle to improve safety and prevent accidents like jetty damage.

Following the success of the pilot, IOVuo expanded its offerings to include a structural deformation monitoring system, designed to track movement in structures such as jetties. Pertamina engaged IOVuo for a paid pilot project at the Biak Fuel Terminal, where the system successfully monitored jetty deformation in real-time. This solution enables continuous monitoring, providing critical data that helps prevent structural failures.

Currently, IOVuo is conducting a feasibility study on buoy mooring monitoring. They aim to address gaps in existing technologies for buoy inspection and maintenance by developing sensors connected via satellite networks, crucial for remote areas without internet connectivity. This product is expected to launch in 2025.

To scale these innovations, IOVuo is seeking funding to advance the development of its products to an industrial-grade level, accelerating their go-to-market strategy for all three solutions.",Helsinki,"Deep tech, Satellite-Connected IoT, Precision Monitoring Technology",Between €1-€100K,2022,www.iovuo.com,Active,https://www.linkedin.com/company/iovuo,FI,"Business Model Overview
At its core, IOVuo operates under a B2B (Business-to-Business) model, offering innovative solutions to industries like maritime, oil & gas, and infrastructure management. Their model combines paid pilot projects, partnerships, and long-term service contracts, creating a sustainable revenue stream while driving continuous innovation. The company’s solutions are aimed at high-risk, high-value operations where precision and real-time data are essential to prevent costly accidents and improve operational efficiency.
Key Components of IOVuo’s Business Model
1.	Product Development through Pilot Projects
IOVuo’s first two products were developed in close collaboration with a key partner, Pertamina, Indonesia’s largest oil and gas company. By securing paid pilot projects, IOVuo not only validated their technology but also demonstrated immediate value to industry leaders. This approach minimizes upfront costs for development while ensuring that the product aligns with real-world needs.
2.	Focus on High-Value Industries
IOVuo targets industries where the cost of failure is significant—such as maritime, oil & gas, and infrastructure. By focusing on real-time monitoring solutions that enhance safety and operational efficiency, IOVuo offers a strong value proposition. Their solutions help clients avoid accidents, reduce downtime, and manage assets more effectively, making their services essential rather than optional.
3.	Partnership-Driven Growth
IOVuo’s business model is heavily partnership-driven. Instead of investing heavily in building their own infrastructure or workforce, they work closely with development partners, sales partners, and implementation partners. These partnerships allow IOVuo to focus on their core strength—product innovation—while leveraging their partners’ expertise for development and market entry.
Additionally, IOVuo has partnered with satellite providers to develop a satellite-connected modem for their buoy mooring monitoring solution. This partnership is key to ensuring that the product can be used in remote areas without traditional network coverage, providing a competitive edge in the market.
4.	Data as a Service (DaaS)
A major revenue stream for IOVuo comes from offering Data as a Service (DaaS). Their monitoring systems generate valuable real-time data, which is provided to clients on a subscription basis. This not only creates recurring revenue but also builds long-term relationships with clients who rely on IOVuo’s data for operational decision-making. For instance, the real-time data provided by their structural deformation system allows port operators to monitor jetty conditions constantly, enabling predictive maintenance and reducing downtime.
5.	Scalability and Product Customization
IOVuo’s solutions are designed to be scalable and adaptable across different industries. For example, while the berthing aid system was initially designed for tanker ships, its core technology can be adapted for use in other types of vessels or maritime operations. Similarly, the structural monitoring system can be applied to other critical infrastructure like bridges or towers. This adaptability makes their solutions highly scalable, both in terms of geography and industry application.
6.	Future Products and Expansion
Currently, IOVuo is conducting a feasibility study on buoy mooring monitoring, addressing another significant gap in the maritime industry. By partnering with satellite providers, IOVuo is developing a solution that can operate in remote locations without cellular network coverage. This product is set to launch in 2025, adding to IOVuo’s growing portfolio of monitoring solutions.
As part of their growth strategy, IOVuo is seeking funding to accelerate the development of these products from prototype to industrial-grade solutions, with plans to enter the market in multiple regions beyond Finland and Indonesia."
Sketch To Image,https://www.eu-startups.com/directory/sketch-to-image/,Finland,"SketchToImage is an innovative AI-powered platform that transforms hand-drawn or digital sketches into high-quality images and videos. With a user-friendly interface, it offers multiple art styles including Hyper Realistic, Anime, and Retro Comic, along with image upscaling up to 8x and video generation capabilities. The platform has served over 25,000 users, generating more than 34,000 artworks that are copyright-free for commercial use. Suitable for various industries such as design, marketing, and education, SketchToImage streamlines the creative process, allowing users to bring their ideas to life quickly and professionally. By turning simple sketches into stunning visuals, this tool is revolutionizing workflows for artists, designers, and creative professionals across different fields.",Bogura,"AI,Art,Sketch,Design",No funding announced yet,2023,https://sketchtoimage.com/,Active,https://www.linkedin.com/company/sketch-to-image/,FI,"SketchToImage is an innovative AI-powered platform that transforms hand-drawn or digital sketches into high-quality images and videos. With a user-friendly interface, it offers multiple art styles including Hyper Realistic, Anime, and Retro Comic, along with image upscaling up to 8x and video generation capabilities. The platform has served over 25,000 users, generating more than 34,000 artworks that are copyright-free for commercial use. Suitable for various industries such as design, marketing, and education, SketchToImage streamlines the creative process, allowing users to bring their ideas to life quickly and professionally. By turning simple sketches into stunning visuals, this tool is revolutionizing workflows for artists, designers, and creative professionals across different fields."
Latin Flavors,https://www.eu-startups.com/directory/latin-flavors/,Finland,"Latin Flavors, founded by a Latina in Finland, brings authentic Latin tastes to all food lovers. Living abroad, we often miss the flavors of home. Our mission is to reconnect you with these beloved tastes while introducing Finnish homes to the vibrant world of Latin cuisine. Enjoy a discount on all Mexican products and bring the flavors of Latin America into your kitchen today! Taste the difference, reconnect with home, and explore something new with Latin Flavors. Shop today!",Vassa,"latin beverages, latin food online store, hispanic online grocery store",No funding announced yet,2024,https://www.latinflavors.fi/,Active,,FI,
Aksu,https://www.eu-startups.com/directory/aksu/,Finland,Aksu is an AI-powered content creation tool that automates article writing and WordPress publishing.,Kaarina,"AI Content Generator, Automated Article Writer, SEO Content Creation, WordPress Content Automation, Long-form Content Generator, Website Content Generator",No funding announced yet,2024,https://aksu.ai,Active,,FI,"Aksu is a highly customizable AI writer designed to streamline content creation for websites. It allows users to generate SEO-optimized articles, landing pages, and blog posts with minimal effort. Key features include:
- Customizable content generation based on user-defined parameters like tone, keywords, and structure
- Direct integration with WordPress for automated publishing
- Support for multiple languages and dialects
- Advanced automation capabilities for scheduled content creation
- SEO optimization including meta descriptions and titles
- Cost-effective credit-based pricing model
Aksu is ideal for freelance copywriters, affiliate marketers, content strategists, small business owners, and anyone looking to scale their content production efficiently. It saves time and resources by handling the entire content creation process from ideation to publication."
Wudpecker,https://www.eu-startups.com/directory/wudpecker/,Finland,"Wudpecker is a versatile AI tool that offers seamless recording, accurate transcription, and tailored note-taking for meetings on Zoom, Google Meet, and Microsoft Teams.",Helsinki,"SaaS, Startup, Knowledge management, B2B, prosumer, productivity, AI, meeting summarization, transcription",No funding announced yet,2023,https://wudpecker.io,Active,https://www.linkedin.com/in/anhaita/,FI,"Wudpecker is a sophisticated AI meeting assistant that transforms how you handle meetings by offering advanced recording, transcription, and note-taking capabilities. It works with major platforms like Zoom, Google Meet, and Microsoft Teams, and includes apps for Windows, MacOS, Android, and iOS for flexible and discreet recording. These apps eliminate the need for intrusive notetakers by allowing you to manage recordings privately. Post-meeting, Wudpecker transcribes and customizes notes to fit your specific needs, whether for sales methodologies or meeting templates. It also allows you to analyze data from multiple meetings to uncover key trends. Enjoy Wudpecker’s essential features for free, with a two-week trial for full access to all capabilities."
