name,link,category,businessDescription,longBusinessDescription,basedIn,tags,totalFunding,founded,website,companyStatus,linkedin,country
Touristas,https://www.eu-startups.com/directory/touristas/,Hungary,"Touristas is an AI-powered app for self-guided walking tours, offering dynamic routing and real-time Q&A for travelers in any European city. Built using AI, it provides affordable, scalable tours, enhancing sustainable tourism across cities.","Touristas is an AI-powered mobile app revolutionizing self-guided walking tours, launching in Budapest April 2025. It offers dynamic routing from any location, real-time Q&A after landmarks, and multilingual support (5+ languages). By building it completely in-house, we slash costs versus staff-heavy rivals like WeGoTrip and VoiceMap, enabling rapid scaling (18–78 cities in 3-4 years) with affordable, personalized experiences for 300M+ European travelers.
Its innovation lies in AI-driven interactivity and efficiency, outpacing competitors’ static, expensive tours (€10–15/tour). We’re in the pre-launch phase, with the app ready, set for public release in April 2025, targeting 200K–300K downloads post-funding (June 2025).
Touristas offers traction potential, a scalable model, and alignment with Europe's tourism growth, ready to leverage mentorship, partnerships, and funding to dominate the tour market.",Budapest,"travel, tourism, AI",No funding announced yet,2024,https://touristas.net/,Idea Stage,https://www.linkedin.com/company/touristas/,HU
GeniusAI,https://www.eu-startups.com/directory/geniusai/,Hungary,"GeniusAI is a unique suite of tools that helps convey your ideas to the world using AI algorithms. Create production-quality visual assets for yourself or your projects with unprecedented quality, speed, and style consistency. Our Image Generation tool can help you express your thoughts and convert them into unique images with just a few steps. Discover an unprecedented fusion of simplicity and power, designed to cater to creative minds at all levels.",,"Budapest, Budapest","AI, Artificial Intelligence, Machine Learning, Software, SaaS, Productivity Software, Content Creators, Software As A Service, Technology, IT",No funding announced yet,2024,https://geniusai.pro,,,HU
RoLink Biotechnology Kft.,https://www.eu-startups.com/directory/rolink-biotechnology-kft/,Hungary,"RoLink Biotechnology brings you pandemic preparedness through UV-ianctivation, the Art of Killing viruses. Our technology opens up new horizons on rapid response, diagnostics, vaccine development, and biodefense applications.","RoLink Biotechnology Kft.., founded in 2020, specializes in developing UV-inactivation technologies for viruses. Building on previous successes, such as the “COVID-19 Diagnostics and Therapy - Unified Platform Approach” (TRL-4 technology), RoLink aims to scale up to industrial-level production (TRL-7) with a focus on pandemic preparedness, diagnostics, vaccine development, and biodefense applications.",Pécs,"UV-inactivation, virology, biotech, medtech",Between €500K-€ 1 million,2020,https://www.rolinkbiotechnology.com/,Active,,HU
Puzl CowOrKing Budapest,https://www.eu-startups.com/directory/puzl-coworking-budapest/,Hungary,"Puzl CowOrKing is the best IT coworking space in Central and Eastern Europe. Built by and for IT professionals, Puzl CowOrKing offers the productive environment and community support needed to grow a successful business.

Puzl CowOrKing transforms old industrial buildings into beautiful shared offices where freelancers, startups, and scaleups thrive. Every single detail is well-thought-out to boost productivity and comfort. The combination of abundant natural light, super-fast internet, ergonomic chairs, extra-large custom desks, state-of-the-art AC system and 24/7 access makes the long screen hours much more rewarding.

In addition, Puzl CowOrKing fosters one of the biggest tech communities in the region where members connect, collaborate and support each other. We host regular community events, meetups, and parties where people share knowledge and build meaningful relationships.

Puzl CowOrKing is built with the mission to support the development of the IT sector in Central and Eastern Europe. We are expanding across the region to empower a global community of tech entrepreneurs and innovators.",,Budapest,"coworking, community, startup, event space",Between €2.5 million-5 million,2015,www.puzl.com,Active,https://www.linkedin.com/company/puzlcoworking,HU
Sentivisor,https://www.eu-startups.com/directory/sentivisor/,Hungary,"Sentivisor is an innovative digital tool designed to transform online communication by reducing negativity and promoting empathy. It uses advanced sentiment analysis to assess and modify the emotional tone of online conversations in real time, aiming to create a more positive and constructive digital environment.","Sentivisor is a cutting-edge application developed to address the growing problem of toxic discourse online. In today’s digital age, social media platforms, news outlets, and blogs are often flooded with anger, polarization, and harmful interactions. Sentivisor leverages advanced algorithms and sentiment analysis techniques to intervene in these interactions, calming hostile exchanges and fostering empathy in real time.
The application is designed to seamlessly integrate into existing online platforms, offering users the ability to moderate and guide conversations toward more productive and respectful communication. By providing individuals, businesses, and organizations with a tool to manage online interactions, Sentivisor aims to reduce online toxicity, improve digital well-being, and ultimately create a more civil online space for all.
With a focus on both individual users and large-scale platforms, Sentivisor promises to be a game-changer in transforming how we communicate online, making it a more positive experience for everyone involved.",Budapest,"Mental Health, Online Communication, Digital Well-being, Sentiment Analysis",No funding announced yet,2024,https://sentivisor.com,Idea Stage,https://www.linkedin.com/company/sentivisor,HU
IndieVoice,https://www.eu-startups.com/directory/indievoice/,Hungary,"At IndieVoice members get detailed, quality feedbacks on their SaaS projects from other indie hackers.","Tired of getting no interest in your projects? Get quality feedbacks from other indie hackers and move your project from 0 to 1!
IndieVoice is a platform, where indie hackers give and get detailed feedbacks on their projects. It solves the struggle to obtain quality feedback from like-minded people. 
At IndieVoice, indie hackers are incentivized to give feedback because that is the only way to get feedback on their own project! Giving feedback becomes a currency, which lets you getting quality feedbacks afterwards. This is a community where everyone gets better off at the end!
Forget cheap upvotes! Our supervised favor-based system guarantees detailed insights regarding all aspects of your project including: idea, UI, UX, core features, performance etc. All your rated projects will also get a feedback summary.
At IndieVoice we guarantee fairness, where only the quality of your work matters! There are no inequalities triggered by past achievements, X audience or boosting by money. If you give quality feedback you will get back the same!
At IndieVoice you can also explore new connetions, as the all solo-makers have detailed user profiles containing information about thier X account, background story, tech stack, other skills and expertise.",Budapest,"feedback platform, peer review, community, indie hackers",No funding announced yet,2024,https://indievoice.app,Active,,HU
Snazzy Send,https://www.eu-startups.com/directory/snazzy-send/,Hungary,"Snazzy Send is empowering teams to effortlessly schedule, track, and optimize virtual meetings. From automated scheduling and reminders to detailed engagement analytics, Snazzy Send enhances productivity and collaboration. Ensure efficient meetings with customizable invites and robust data security compliance, enabling teams to focus on meaningful interactions and impactful outcomes.",,Budapest,"Saas,Productivity,Meeting Management",No funding announced yet,2024,https://snazzysend.com,,https://www.linkedin.com/company/snazzysend,HU
GDPRing,https://www.eu-startups.com/directory/gdpring/,Hungary,GDPRing is a complex solution to comply with GDPR both from legal and data security aspects.,,Budapest,BigData,No funding announced yet,2019,https://www.gdpring.com/,Active,https://www.linkedin.com/company/gdpring/about/,HU
Diverzum,https://www.eu-startups.com/directory/diverzum/,Hungary,Our goal is to enable young people to make the most of their student years by bringing them the exclusive discounts of their favourite brands through Diverzum's verification platform.,,Budapest,SaaS,Between €10 million-€25 million,2021,https://www.diverzum.hu/,Active,https://www.linkedin.com/company/diverzum/,HU
ARport Hungary,https://www.eu-startups.com/directory/arport-hungary/,Hungary,"We specialize in Augmented Reality (AR) for indoor navigation, offering additional services in many market segments. Our innovative approach enhances the user experience, providing low-cost and efficient navigation solutions for all users.",,Budapest,"augmented reality, it, indoor navigation, mobile application",No funding announced yet,2022,arportnavigation.com,Active,https://www.linkedin.com/company/arport-hungary,HU
Surviot,https://www.eu-startups.com/directory/surviot/,Hungary,"SURVIOT provides smart movement and deformation monitoringsolutions for civil engineering projects such as bridge, tunnel and dam constructions, quarries and slope stability inspections.",,Hatvan,IoT,Between €100K-€500K,2022,https://surviot.com/,Active,https://www.linkedin.com/company/surviot-monitoring,HU
Redmenta,https://www.eu-startups.com/directory/redmenta/,Hungary,Redmenta is a worksheet library and creator tool which helps you save time and energy with assessments and assignments.,,budapest,SaaS,Between €500K-€ 1 million,2020,https://redmenta.com/en,Active,https://www.linkedin.com/company/redmenta/,HU
LikesSpace,https://www.eu-startups.com/directory/likesspace/,Hungary,"Welcome to the country's most innovative, two-sided marketplace, where companies with free office space and those looking for the perfect office environment meet.",,Budapest,Real Estate,Between €1-€100K,2020,https://likespace.eu/hu,Active,https://www.linkedin.com/company/likespace/,HU
iBookr,https://www.eu-startups.com/directory/ibookr/,Hungary,What is iBookr?Your new accountant! An AI-based system which can do a flawless accounting for your business.,,Győr,"Fintech, BigData, SaaS",Between €100K-€500K,2020,https://ibookr.com/,Active,,HU
Healmindset,https://www.eu-startups.com/directory/healmindset/,Hungary,Our mission is to put the new horizons opened by self-awareness and self-development into a package that is accessible to everyday people.,,Budapest,Health,Between €1 million-€ 2.5 million,2023,https://healmindsetvalidat.wixsite.com/my-site,Active,,HU
FiREG,https://www.eu-startups.com/directory/fireg/,Hungary,"By creating the fiREGx, our goal was to support the everyday work of maintenance companies with a software that helps them digitalize all related paperwork.",,Budapest,SaaS,Above €25 million,2017,https://fireg.hu/,Active,https://www.linkedin.com/company/firegx,HU
CÃ©gjelzÅ,https://www.eu-startups.com/directory/cegjelzo/,Hungary,"The Cégjelző is a corporate information system, which sells databases on firms while working with complex monitoring methods.","The Cégjelző is a corporate information system, which sells databases on firms while working with complex monitoring methods. With these methods we are able to provide a lot of individual information to our customers. With our service we aim to help You as a CEO to reduce risks and achieve the best possible results.",Budapest,BigData,Above €25 million,2017,https://cegjelzo.com/,Active,,HU
sight-E,https://www.eu-startups.com/directory/sight-e/,Hungary,We provide virtual power plant (VPP) SaaS for small to middle-scale decentralized asset owners. Our vision is to revolutionize and democratize the VPP optimization tools to enable seamless integration of DERs. We are building the next-generation energy market intelligence fueled by state-of-the-art AI advances.,,Budapest,"AI, Market Intelligence, Machine Learning, App",Between €100K-€500K,2022,https://sight-e.app/,Active,,HU
Lazy Felix,https://www.eu-startups.com/directory/lazy-felix/,Hungary,"A browser extension that lets you select instead of downloading anything you find online. A visual bookmark tool great for content creators, for e-commerce and many more. At Lazy Felix, we’re not just changing the way you work online; we’re reimagining your entire interaction with digital content.",,Miskolc,"IT Services, IT Consulting, E-commerce",Between €100K-€500K,2021,https://lazyfelix.com,Active,https://www.linkedin.com/company/lazyfelix/,HU
Splinker,https://www.eu-startups.com/directory/splinker/,Hungary,Splinker is an application that promotes the importance of physical activity and personal human connection in an increasingly isolated World. The platform offers an opportunity for people to connect with each other through the community building power of sports. The application at the moment is free and builds its main revenue stream on partnerships with key players in the sports industry.,"Splinker is Hungary’s first fitness buddy and sports community search application. It connects you with workout partners, allows you to create sports events, join communities, and expand your network. Whether you’re a beginner or an experienced athlete, Splinker brings people together to share the joy of sports. You can find training buddies, participate in sports events, and build your sports network using this app. Download it and discover your fitness companions.",Budapest,"Internet, Sports, Information Technology & Services, B2C",Between €100K-€500K,2023,https://www.splinker.hu/,Active,,HU
Voovo,https://www.eu-startups.com/directory/voovo/,Hungary,"Empower your learning today! Instantly generate flashcards from anatomy diagrams, textbooks, and notes using AI, OCR, and Voovo's unique features. 
It has always been extremely time-consuming to create flashcards… NOT ANYMORE! Voovo lets you create 150+ flashcards in just under 30 seconds!","Voovo is an innovative spaced repetition study app that empowers students to create flashcards effortlessly. With Voovo, you can generate flashcards from various sources, including diagrams, charts, textbooks, and even complex anatomy pictures1. The process is remarkably simple: upload an image of a diagram or table, and Voovo identifies relevant text within the image. You then select the specific texts you want to memorize, and the app automatically generates flashcards based on your selections. Voovo’s study algorithms enhance learning by incorporating spaced repetition and rapid learning techniques, allowing you to retain information more effectively and prepare efficiently for exams.",Budapest,"Education, Consulting, Technology, B2C, Marketplace",Between €100K-€500K,2021,https://www.voovostudy.com/,Active,https://www.linkedin.com/company/voovo/,HU
BLOCK,https://www.eu-startups.com/directory/block/,Hungary,"Hardware enabled software as a service. Smart, secure & sexy bicycle and scooter docking stations to foster sustainable urban micromobility and to eradicate theft! Don't just park your ride. BLOCK it!",,Budapest,"Urban Tech, Smart City, IoT",Between €500K-€ 1 million,2021,https://blockcity.tech/,Active,https://www.linkedin.com/company/block-bike-racks/,HU
IT-c,https://www.eu-startups.com/directory/it-c/,Hungary,IT-c offers a traffic light cotrolling software that is designed to promote sustainable green city mobility promoting traffic dependent traffic light changes,"IT-c developed a decision-making software, that is capable of controlling the operation of the traffic lights using live-data from the road. The algorithm is designed to use live traffic data to calculate the optimal changing frequency of the lights, based on intersection specific expectations (priority to public transport, cyclists, lorries or simply optimised flow). The IT-c controller can understand data from various sensors, as long as the flow of information is continuous, and using that can in real time create a fully traffic dependent automated operation.
The primary objective of IT-c is to address the pressing issues of traffic congestion, pollution reduction, accident prevention, and the promotion of a more sustainable and environmentally friendly urban landscape. Ineffective traffic light settings not only fail to mitigate these challenges but, in fact, exacerbate them. Furthermore, the ongoing process of urbanization also contributes to the negative impacts on the urban environment, making the pursuit of these goals even more crucial.",Budapest,"mobility, smart city, traffic light controlling",No funding announced yet,2019,https://www.itrafficco.com/,Active,,HU
Api Brew,https://www.eu-startups.com/directory/api-brew/,Hungary,"Api Brew is a platform which allows you to create, manage and deploy APIs. It is designed to be easy to use and flexible. It is built on top of Kubernetes and docker. It is designed to be used by developers, architects and business users.",,Budapest,"API Management Platform, Kubernetes-based Solution, Nano Code Tools, Open Source Software",No funding announced yet,2023,https://apibrew.io/,Active,https://www.linkedin.com/company/api-brew/,HU
Agrosentinels Ltd.,https://www.eu-startups.com/directory/agrosentinels-ltd/,Hungary,"Agrosentinels Diagnostic Measuring System | We take care of your machines
Innovative Hungarian invention, which was judged as a successful innovation by the Hungarian Innovation Association in 2022. Manage your machines automatically 24 hours a day, 7 days a week.

The element of the Agrosentinels Diagnostic Measuring System is a smart sensor that continuously monitors the critical points of the machines. If it detects abnormal operation, it will immediately send you an alert and/or perform immediate automatic intervention on the machine.

 

The sensor communicates with the master unit via a BLE connection, which can even intervene in the control of the agricultural machine in the event of a problem.


The sensor not only sends the data to the phone, but also saves them immediately in the cloud, so they can be reviewed and evaluated at any time later. Thanks to the magnetic fastening, the installation of the sensors is extremely easy.","The measuring system capable of monitoring the parameters of bearings and related components in real time. The system can measure several parameters at the same time. These parameters are: infrared temperature, ambient temperature, vibration, humidity, acceleration and temperature change. The sensors are responsible for accurate measurement, the number of which can be up to 22 within a system. The sensors communicate wirelessly and are powered by a battery.
The sensors send the data to a router, which forwards the data to a server. The data can be seen immediately in real time via a mobile application. In the web application, you can view the historical data in the form of graphs, and you can also set the limit values of the parameters. If the monitored component reaches this limit, the system sends an alarm to the operator of the machine. The positioning of the sensors is ensured by strong neodymium magnets. As a result, they can be very easily placed in any area to be examined.
We would like to expand our knowledge of the system with vibration diagnostics. This is how the negotiation with the specialists of János Neumann University began. The specialists of the University and the team of Agrosentinels Ltd. discussed how, with the help of artificial intelligence, the system should be able to determine when the given component is going to fail. However, this development would require a large company that would enable the installation of an easy-to-use, affordable (a fraction of competing diagnostic systems), innovative remote monitoring system in its machines.
The system has Hungarian and European patents. In 2022, the Hungarian Innovation Association rewarded it as a successful innovation.",Debrecen,"Predictive maintenance, AI, Industry, Agtech, Precision agriculture",No funding announced yet,2022,https://agrosentinels.com/en/home/,Active,,HU
BDAT Solutions Ltd.,https://www.eu-startups.com/directory/bdat-solutions-ltd/,Hungary,"BDAT Solutions delivers strategic IT and business alignment through enterprise, business and solution architecture services. We focus on innovation, collaboration, and achieving business outcomes, leveraging extensive industry expertise.","BDAT Solutions specializes in bridging the gap between business and IT by fostering effective collaboration to drive innovation and growth. We offer business outcome-driven enterprise architecture, providing clear guidance in crucial situations, and have versatile expertise across industries and domains. Our top services include enterprise, business, and solution architecture, all aimed at aligning company structures, processes, and systems with strategic objectives. For more details, visit their website at bdatsolutions.com​​.",Budapest,"Enterprise, solution, business, architecture",No funding announced yet,2020,https://bdatsolutions.com/,Active,https://www.linkedin.com/company/77629967/admin/feed/posts/,HU
iOKOS Corp,https://www.eu-startups.com/directory/iokos-corp/,Hungary,"IT consulting / IT management
AIoT smart solutions
Organisational and Management Consulting","Our services have been adapted to the digital age, yet human-centered. Based on IT, the Internet and smart devices, the metaverse opens up endless possibilities in the digital space. But it all works for us, for people, for us, for people.
IT consulting / IT management
Business analysis - Customer management - Records - OSS systems - IT architecture transformation - IT tender.
Complex and Integrated Business Process Engineering (direct exporting the development units to production lines, ending with the acceptance procedures).
AIoT smart solutions
Smart Facility - Smart City - Smart Telco - Artificial intelligence - Block chain.
Driving the development, provisioning and support processes in IoT an NoT segment based on the NoCloud Data Assets.
Smart Facility (private and municipality site automation, including energy optimization, security and surveillance integration).
Smart Transportation (public transportation life cycle management, vehicle diagnostic, electric controlling)
Smart Health (developing and integration ECG and EEG to the frequency and aroma therapy human strength especially for olympics).
Organisational and Management Consulting
Knowledge, ability, creativity.",Pomaz,"smart water, smart air, smart energy",Between €100K-€500K,2022,https://www.linkedin.com/company/iokoscorp/,Active,https://www.linkedin.com/company/iokoscorp/,HU
Viraing International Trading Kft.,https://www.eu-startups.com/directory/viraing-international-trading-kft/,Hungary,"Purchase the spaces of the former hotel in Budapest. Renovation of spaces into flats, offices, shops. Sales of flats, offices, shops.

I have knowhow for our customers in health. This one will attract people to cooperate with us.","Dear Sirs,
Search for funding.
Project: European consumer system (ECS)
Renovation of the spaces in former hotel in Budapest, Hungary and sales of flats. Offices. Shops.
We invite the financial partner with funding EUR 5 million.
Aims:
1. Purchase the spaces of the former hotel in Budapest about 1800 – 2000 m2.
2. Renovation of spaces into flats, offices, shops.
3. Solar energy stations installation.
4. Sales of flats, offices, shops.
5. Arrangement export-import agency. Import of construction materials.
6. Time of renovation desirable  1 - 2 years.
7. Time of sales desirable till 1 – 2 years.
8. Desirable income must be good for investor.
9. Collateral are flats after renovation (for sale). Also shares of two companies which we have (our estimation about USD 3,9 Million).
10. Arrangement for stability of business by doing additional business (export-import activity) of sales construction materials, food ingredients.
11. The reserve variant is the purchase of another house (partially constructed) in Budapest. Finish the construction. The arrangement of hotel or office spaces. Wooden houses construction.
12. The participation of few private investors have been done.
13. The investor exit had been done in the past in the previous business.
14. Investment starting from EUR 50000 and more.
15. Trial investment EUR 10000.
16. Social benefits of the project. Health. Knowhow.
17. Spiritual help to investors and their families in health. Free.
18. The pitch deck can be sent on inquiry.
19. Development of project for EUR 50 million: Construction of social houses with increased strength.
20. Project development in Europe up to 100 M euro.
21. Helping investors resolve debt repayments. Knowledge is free.
And if in the beginning you had a little, but in future will be too much.",Budapest,"construction, solar energy, EU",Between €1-€100K,2018,https://viraing.com/,Active,,HU
Babyndex,https://www.eu-startups.com/directory/babyndex/,Hungary,"Babyndex, the first revolutionary saliva ovulation test app can multiply pregnancy chances 3-5 times compared to conventional ovulation tests.","Two days before ovulation, the chances of pregnancy are 3-5 times higher than on the day of ovulation itself (Wilcox, 1998, [source](https://pubmed.ncbi.nlm.nih.gov/9557845/); Stanford & Dunson, 2007, [source](https://academic.oup.com/aje/article/165/9/1088/90537?login=false)).
Only cervical mucus, and saliva home-use tests can pinpoint these days in real-time. The most common conventional LH urine tests pinpoint the day of ovulation. However, it takes hours for LH to appear in urine and additional hours to be detected, leading many couples to time intercourse to the day of ovulation and miss their most fertile days.
Cervical mucus is an analogue test, while saliva ovulation test is also analogue but FDA approved and widely used for detecting the most fertile days from saliva ferning (i.e. fern-shaped saliva crystals) ([FDA](https://www.fda.gov/medical-devices/home-use-tests/ovulation-saliva-test)).
Babyndex is first AI-assisted mobile app that can detect saliva crystals. It is designed to aid women in identifying their peak fertile days prior to ovulation in real-time and it can help couples optimize their chances of getting pregnant ([Babyndex](https://www.babyndex.eu/en/)). The application received a US patent in 2023 ([USPTO](https://patentcenter.uspto.gov/applications/16313530)).",Gödöllö,"mobile app, saliva ovulation test, actual fertile days",Between €100K-€500K,2016,https://www.babyndex.eu/en/,Active,https://www.linkedin.com/showcase/14010104/admin/feed/posts/,HU
AgilePR,https://www.eu-startups.com/directory/agilepr/,Hungary,AgilePR is an all-in-one PR solution for delivering fast and reliable growth for online businesses.,"We deliver fast and reliable digital PR services to help online businesses scale up their brands and organic growth. Our value comes from our all-in-one PR solution that provides affordable, agile, and easy-to-use services for brand building and assisting conversions.",Budapest,"digital pr, agility, brand building",No funding announced yet,2023,https://agilepr.net/,Active,,HU
