name,link,category,businessDescription,longBusinessDescription,basedIn,tags,totalFunding,founded,website,companyStatus,country,linkedin
Sustainalyse,https://www.eu-startups.com/directory/sustainalyse/,Lithuania,"Sustainalyse helps companies simplify ESG data collection and reporting to comply with CSRD (directive) by providing automated tool and integrating AI features for data collection, analysis and reporting 4 x faster.",,Vilnius,"ESG, Sustainability, AI, software",No funding announced yet,2024,www.sustainalyse.com,Active,LT,
Keyla.AI,https://www.eu-startups.com/directory/keylaai/,Lithuania,"Keyla.AI is an AI-powered platform designed to help brands and marketers create high-performing ads for Meta, TikTok, and other social media platforms.","By combining artificial intelligence with cutting-edge video generation, Keyla.AI enables businesses to produce engaging video ads that convert - without the need for expensive production teams or influencer partnerships.
With Keyla, you can instantly generate ad creatives featuring realistic AI-generated avatars that speak naturally, express emotions, and deliver persuasive messaging tailored to your audience. Whether you need to promote a product, drive engagement, or boost conversions, the platform helps you craft compelling scripts and optimize visuals to ensure your ads resonate with the right users.
Keyla simplifies ad creation for businesses of all sizes, from startups testing new campaigns to established brands scaling their paid media efforts. Instead of spending weeks coordinating shoots, editing footage, and refining messaging, you can generate and launch ads in minutes - allowing you to iterate faster and maximize your return on ad spend.",Vilnius,"ai, video generation, ads",No funding announced yet,2024,https://keyla.ai,Active,LT,https://www.linkedin.com/company/keyla-ai
TopJobs,https://www.eu-startups.com/directory/topjobs/,Lithuania,AI powered jobs portal for Lithuania,"About TopJobs.lt
Lithuania’s economic future depends on connecting ambitious employers with top-tier talent. Today, hundreds of critical roles remain unfilled across the country—a gap that directly impacts GDP and stifles innovation. This is unacceptable.
TopJobs is here to change that.
We’re building a future where hiring in Lithuania is fast, efficient, and affordable. By fostering a vibrant ecosystem of active job seekers and forward-thinking employers, we’re driving Lithuania’s growth and ensuring that businesses and professionals alike can thrive.
Our Vision for 2025
By the end of 2025, TopJobs.lt will be Lithuania’s undisputed leading jobs website. We aim to:
Offer the largest and most diverse set of job listings in the country. We're already the premier location for hundreds of the best jobs in the country.
Provide cutting-edge search, sort, and filter tools that make finding the perfect match effortless. We already support searching by salary, location and company.
Deliver unparalleled quality in every job listing, setting the gold standard for clarity and relevance. Spot an issue? Let us know!",Vilnius,"Jobs, AI, CV,",No funding announced yet,2024,topjobs.lt,Active,LT,
PimpMySnap,https://www.eu-startups.com/directory/pimpmysnap/,Lithuania,Create scroll-stopping screenshots in seconds!,"PimpMySnap is a powerful screenshot editor capable of transforming your screenshots into eye-catching visuals.
Key Features
- Use presets: Save your created scenes to use with new screenshots later.
- Customize backgrounds: Choose from our animated and static background libraries or upload your own.
- Add animated stickers: Spice up your screenshot with animated sticker GIFs.
- Highlight specific areas: Use animated highlights - lines, arrows, circles - to create a spotlight in your screenshot.
- Use frames and mockups: Enhance your screenshot with beautifully crafted border frames or device mockups.
- Add texts: Need to describe something in your screenshot? Add text feature is for you.
Benefits
- Create scroll-stopping screenshots: Transform your screenshots with animated stickers, stunning backgrounds and more.
- Save time: Creating a beautiful visual from a screenshot takes seconds.
Use Case
- Social media: Transform your screenshots into engaging animated posts.
- Blog posts: Spice up your blog posts with beautifully designed screenshots.
- Knowledge bases & documentation: Create beautiful screenshots for your docs effortlessly in seconds.
- Changelogs & release notes: Add screenshots to highlight new features and changes to your product.
- Email marketing: Enhance your emails with visually stunning screenshots.",Vilnius,"Design, Marketing, Productivity, Screenshot, Editor",No funding announced yet,2024,https://pimpmysnap.com/,Active,LT,
Cyber upgrade,https://www.eu-startups.com/directory/cyber-upgrade/,Lithuania,"CyberUpgrade is a proactive ICT security and compliance platform that turns ""paper security"" into actionable business protection. Created by expert CISOs, it automates 95% of security and compliance workloads, from evidence collection to audit acceleration.","With its proprietary CoreGuardian and AI-enhanced CoPilot, CyberUpgrade allows businesses to manage vendors, compliance, risk, and personnel seamlessly, regardless of team size. It supports adherence to key frameworks like DORA, NIS2, ISO 27001, SOC 2, and more.
With CyberUpgrade, vendor management becomes more organized through a unified platform for tracking security. It handles compliance documentation, supports adherence to regulations, and automates risk evaluations, helping teams save time on routine administrative tasks.
The platform delivers solutions like vulnerability scanning, penetration testing, and employee security training, ensuring organizations develop robust cybersecurity practices. By combining automation and expertise, CyberUpgrade makes compliance simple and security effective.",Vilnius,"Cybersecurity, Fintech, SMEs, Startups",No funding announced yet,2023,https://cyberupgrade.net/,Active,LT,
Attico International,https://www.eu-startups.com/directory/attico-international/,Lithuania,"Attico International is a Drupal agency, rendering full-cycle development services from consulting and QA to support and maintenance. We are a team of 60+ professionals working from 10 countries around the world with the headquarters in Lithuania.

Since 2013, we have driven digital transformation and helped businesses unlock new opportunities for growth and success. We develop enterprise-level solutions including web, PWAs, and mobile applications for customers from different industries.","Attico International is a Drupal development company helping global brands and enterprises achieve digital transformation goals. We deliver fast, secure, and easy-to-maintain solutions designed to meet the unique needs of our clients.
Expert Drupal developers
Our team of 60 expert developers, designers, and project managers is dedicated to creating robust and scalable Drupal solutions. We’re working from 10 countries around the world, with headquarters located in Lithuania.
Figures:
Founded in 2013
87% customer satisfaction rate
4 years average project cooperation period
CAGR 29.5%
Services
At Attico International, we specialize in end-to-end Drupal services, including custom development, migration, performance optimization, consulting, and ongoing support. We have a proven track record of working with Fortune 500 companies in the FMCG, ecommerce, finance, healthcare, and education industries, delivering solutions that drive engagement and measurable results.
We also develop learning management systems, ranging in scope and complexity depending on your organization’s goals, requirements, and operational scenario.",Vilnius,"Drupal developers, Drupal development, LMS development",No funding announced yet,2013,https://attico.io/,Active,LT,https://www.linkedin.com/company/internationalattico/
Cryptonix,https://www.eu-startups.com/directory/cryptonix/,Lithuania,All-in-one crypto payment gateway & processing for business,"Cryptonix is a regulated Lithuanian-based provider of B2B crypto payment solutions. The company has developed a wide array of services to make companies benefit from accepting cryptocurrencies: expand their customer base, enhance user experience, reduce processing fees, and offer a convenient payment method.
Cryptonix caters to a wide range of businesses and payment models, including e-commerce platforms, online marketplaces, gaming, real estate, tourism, B2B services, SaaS, subscription services, affiliate platforms, remittance providers, and more. Its versatile offerings seamlessly adapt to different operational needs.
At the heart of Cryptonix's solutions is a user-friendly crypto payment gateway. Website owners can integrate it with a ready-made code snippet, displayed as a payment button on the frontend. This feature ensures customers can conveniently and securely pay with cryptocurrencies at checkout. For businesses with specific needs, the gateway is fully customizable via API.
Merchants and website owners that use Cryptonix register on its platform to access the business crypto wallet, where they can manage digital assets received from customers. Key features include conversion from cryptocurrencies to fiat (off-ramp crypto), as well as exchange between cryptocurrencies supported by Cryptonix. It is possible to set an automatic conversion from crypto to fiat, or even configure automated mass payouts in crypto.
The wallet also has a built-in crypto invoice generator: it allows for producing a digital document resembling traditional ones. A crypto invoice contains transaction details, payment specifications, and due dates. Each document is generated in Cryptonix as a unique web page that can be easily shared via email or social media, simplifying payment requests.
Cryptonix platform has multiple additional features for B2B users, e.g. multi-user and user role settings, the ability to create and manage multiple projects, access to transaction history, and comprehensive reporting tools. In addition, Cryptonix offers a Telegram mini app to set up in-store crypto payments in minutes using QR-code generation. Optionally, the company provides a crypto integration for PoS terminals.",Vilnius,"crypto payments, fintech, B2B SaaS",No funding announced yet,2023,https://www.cryptonix.com,Active,LT,https://www.linkedin.com/company/cryptonix-cryptopayments/
Polipo,https://www.eu-startups.com/directory/polipo/,Lithuania,"Complex designs, happy developers.

Implement any design in just a few lines of code.
Keep Figma and product synchronized, in real-time.",Polipo isn’t just another code generator—it’s the first Figma compiler.,Vilnius,"front-end, developer tool, UX, Figma",No funding announced yet,2024,https://www.polipo.io/,Active,LT,https://www.linkedin.com/company/getpolipo/
Rupert AI,https://www.eu-startups.com/directory/rupert-ai/,Lithuania,AI tools for designers and marketers,"Quickly generate professional-grade product images from multiple angles and styles, eliminating the need for costly, traditional photoshoots. By automating product photography, brands can rapidly populate their catalogs with visually appealing images that meet industry standards, speeding up product launches and ensuring a consistent look across the store. This solution is ideal for businesses looking to scale their offerings without compromising on visual quality or incurring high production costs.",Vilnius,"Design, Image, Productivity, AI",No funding announced yet,2024,https://www.getrupert.com/,Active,LT,
AI Agent Store,https://www.eu-startups.com/directory/ai-agent-store/,Lithuania,"AI Agent Store is where businesses find AI agents that work, and developers showcase their solutions. Browse our directory of verified intelligent agents, find the ones that match your needs, or list your own creation to reach new users.","AI Agent Store is your destination for discovering AI agents and creation platforms. We're not just another AI tool directory - we focus exclusively on intelligent agents that can transform how your business operates.
For developers, this is your platform to showcase AI agents to a global audience. Whether you've built specialized automations, intelligent assistants, or complete agent frameworks, you'll find your target audience here.
For businesses and professionals, we've created a carefully organized collection of verified AI agents. Our smart filtering system helps you quickly find the right solution for your needs, with each agent categorized by capability and industry use case.
We go beyond basic AI tools to connect you with truly intelligent automation solutions that deliver real business value.",Vilnius,"AI, AI Agents, AI Agents Store, AI Agents Marketplace",No funding announced yet,2024,https://aiagentstore.ai/,Active,LT,
Bourgeois BohÃ¨me Fintech,https://www.eu-startups.com/directory/bourgeois-boheme-fintech/,Lithuania,"Bourgeois Bohème (BoBo) is a financial platform that streamlines high-value transactions and cash flow management for (U)HNWIs, bridging the gap between traditional private banks, financial advisors, and the global, digital-first generation.",,Vilnius,"fintech,cashflow,digitalbanking,wealthmanagement",Between €5 million-€10 million,2018,https://www.bobofin.com/,Active,LT,https://www.linkedin.com/company/bourgeoisboheme/
AI Software Cost Estimator,https://www.eu-startups.com/directory/ai-software-cost-estimator/,Lithuania,"The AI Software Cost Estimator is a free tool that delivers rapid, accurate estimates for software project costs, timelines, and risks, helping entrepreneurs and developers streamline planning and enhance decision-making.","The AI Software Cost Estimator is an advanced tool designed to revolutionize the way software projects are planned and budgeted. By leveraging cutting-edge artificial intelligence and extensive data from numerous completed projects, it provides users with rapid and accurate estimates for costs, timelines, and potential risks associated with software development.
This tool addresses the common challenges faced by entrepreneurs and developers during the planning phase, where uncertainty about expenses and timelines can lead to project delays and budget overruns. With a user-friendly interface, individuals can input their project details, and the estimator quickly analyzes the information to generate a comprehensive report. This report includes a detailed breakdown of anticipated costs across all development stages, including design, implementation, and deployment, along with an assessment of potential technical challenges.
What sets the AI Software Cost Estimator apart is its dual focus: it caters to both non-technical users and technical teams. Entrepreneurs can gain clear insights into their project's financial and temporal requirements without needing to navigate complex jargon. At the same time, developers receive valuable information regarding backend complexities and risk factors that could impact the project.
Offered at no cost, this tool democratizes access to high-quality project planning resources, making it ideal for startups, small businesses, and larger organizations alike. By removing the guesswork from project estimates, the AI Software Cost Estimator empowers teams to make informed decisions, optimize their resources, and ultimately enhance their chances of delivering successful software projects on time and within budget.",Kaunas,"AI software cost estimator, project planning tool, software development, cost estimation, timeline assessment",Between €100K-€500K,2019,https://idealink.tech/ai-software-cost-estimator,Active,LT,https://www.linkedin.com/in/rokasjurkenas/
Long Summary,https://www.eu-startups.com/directory/long-summary/,Lithuania,"Long Summary shortens texts of any size into custom-length summaries. Unlike other AI models, it handles very long texts without limits. Shorten without losing key info. You can upload files for summarizing or use provided API in your own products.","Long Summary is a cutting-edge text summarization tool designed to tackle the challenges of condensing extensive documents into customized lengths, regardless of the original text's size. Unlike traditional AI models such as ChatGPT, Gemini, or Claude, which struggle with very long texts, Long Summary excels in handling extensive content without limitations. Users can input large documents and receive summaries tailored to their needs, whether they want a brief overview or a detailed analysis. 
One of the key features of Long Summary is its scalability; as users increase the summary length, they capture more nuances and critical details from the original text, ensuring that important information is retained. This makes it a valuable resource for various users, including businesses that need to distill lengthy reports into actionable insights, and professionals who want to quickly understand extensive research papers or legal documents without missing key points.
Additionally, Long Summary allows for flexible input and output, enabling users to summarize entire books, academic theses, or collections of documents. It supports file uploads in various formats, simplifying the process of information extraction. For developers, Long Summary offers a robust API, allowing easy integration of its summarization technology into applications, websites, or services, enhancing the overall functionality of their products.",Vilnius,"Text Summarization, AI Summarization Tool, Document Summary, API Integration",No funding announced yet,2024,https://longsummary.com,Active,LT,
Hoopoz,https://www.eu-startups.com/directory/hoopoz/,Lithuania,"Hoopoz is a social media video-monitoring app that tracks influencers and video channels in different languages, demographics, and platforms.","Step into the future with Hoopoz, where cutting-edge AI meets video analysis. Powered by OpenAI’s revolutionary technology, we deliver unparalleled insights by dissecting audio, visual, and text elements in videos. See how our advanced features decode visual cues, catch brand mentions, and reveal the true tone of conversations. It's not just video analysis—it's Hoopoz.",Vilnius,"Data, Video, Brands",No funding announced yet,2024,https://www.hoopoz.com,Active,LT,https://www.linkedin.com/company/hoopoz/posts/?feedView=all
Grownu,https://www.eu-startups.com/directory/grownu/,Lithuania,Grownu is a workforce management system to help companies plan employees shifts and register the working time. Customized time tracking solutions are available to meet your company's needs - regardless of size or industry!,,Vilnius,"time tracking, shift scheduling, time management, workforce management",No funding announced yet,2024,https://grownu.com,Active,LT,https://www.linkedin.com/company/grownu/
Poklet,https://www.eu-startups.com/directory/poklet/,Lithuania,"Poklet is an app for the whole family that teaches kids financial skills they easily can understand, practice and retain. A strong foundation of financial skills helps achieving life goals like owning your own house, education, or even going on a vacation.",,Vilnius,"Fintech, financial skills, payments",Between €100K-€500K,2024,https://poklet.io/index_en,Active,LT,https://www.linkedin.com/company/pokletapp/
PicassoPix,https://www.eu-startups.com/directory/picassopix/,UK,"PicassoPix is a comprehensive AI image generation platform that brings together multiple models and tools under one roof. With a focus on text-to-image models, including Stable Diffusion 3 and DALLE-3, our platform provides a simple and intuitive interface for users to create stunning visuals. From portrait generation to image editing, our suite of tools offers a wide range of creative possibilities, making us the go-to destination for artists, marketers, and anyone looking to unlock the power of AI-driven image generation.","""PicassoPix is a revolutionary AI image generation platform that addresses the fragmentation of the current market, where multiple models and tools are scattered across separate websites and subscriptions. 
By unifying these tools under a single roof, we provide a seamless and streamlined experience for users to explore the vast creative possibilities of AI-driven image generation. Our platform is built around three exceptional AI text-to-image generation models, including the Free Image Generator, Stable Diffusion 3, and DALLE-3, each with its unique strengths and capabilities. 
With advanced options and fine-tuning capabilities, users can refine their image generation process to achieve precise results. Additionally, our chat interface allows users to interact directly with our AI, generating images tailored to their specific needs. 
The community aspect is integral to our platform, enabling users to save and share their settings, prompts, and creations, fostering an environment of creativity, collaboration, and mutual inspiration. 
Our suite of image tools, including Portrait from Selfie, AI Headshot, and AI Selfie Effect, offers a wide range of creative possibilities, from transforming selfies into stunning portraits to applying AI effects to images. 
With a competitive pricing structure and a user-friendly interface, PicassoPix is poised to become the ultimate destination for anyone looking to harness the power of AI-driven image generation.""",Bristol,"AI image, Design,text to image,image to image,image generator",No funding announced yet,2024,https://picstock.ai/,Active,UK,
PicStock.ai,https://www.eu-startups.com/directory/picstockai/,Lithuania,"PicStock offers a curated selection of AI-generated stock photos, with both free and paid options available. Our platform allows artists to showcase their work and earn 90% of the revenue from premium sales, while providing users with a diverse range of high-quality images.","PicStock is a stock photo platform that specializes in AI-generated images. We provide a space for AI creators to share their work and connect with users who need unique, high-quality visuals. 
Our platform is designed to be fair and transparent, with artists earning 90% of the revenue from premium sales. We're committed to building a diverse and curated library of images, and we're constantly working to improve our platform and services based on feedback from our users and artists. 
By focusing on AI-generated content and prioritizing fairness and quality, we aim to create a better experience for both artists and users in the stock photography market.",Vilnius,"stock photo, ai stock photo",Between €1-€100K,2024,https://picstock.ai,Active,LT,
Piracymeter,https://www.eu-startups.com/directory/piracymeter/,Lithuania,"Piracymeter: Protecting Creativity from Piracy

Piracymeter is a technology company dedicated to safeguarding the film and entertainment industry from online piracy. We provide a comprehensive suite of anti-piracy solutions powered by cutting-edge technology and expert knowledge.

Our mission is to empower content creators with the tools to protect their work and maximize audience reach while combating global piracy through robust monitoring and takedown efforts in 82 countries. We continuously innovate to stay ahead of evolving piracy tactics.","Piracymeter is a technology company dedicated to safeguarding the film and entertainment industry from online piracy. We offer a comprehensive suite of anti-piracy solutions powered by cutting-edge technology and expert knowledge.
Our Mission:
- Empower content creators: We provide filmmakers and streamers with the tools and resources they need to protect their valuable content and maximize their reach.
- Combat global piracy: We offer a global footprint, monitoring and taking down pirated content in 82 countries.
- Drive innovation in anti-piracy: We continuously develop and refine our technology to stay ahead of evolving piracy tactics.
Our Services:
- Global Content Protection: Piracymeter safeguards your content across a vast network, minimizing the risk of piracy regardless of location.
- Unmatched Detection Speed: Our advanced algorithms identify pirated content within minutes of its online appearance, allowing for swift action.
- Advanced Threat Intelligence: We leverage data analytics and machine learning to anticipate and counter new piracy trends.
- Scalable Solutions: Our platform caters to the diverse needs of content creators, from independent filmmakers to major studios.
- Unparalleled Transparency: Experience the power of Piracymeter firsthand with our free search tool that reveals potential piracy risks for your content.
Benefits for Our Clients:
- Reduced revenue loss from piracy
- Maximized audience reach for legitimate content
- Enhanced brand protection
- Streamlined content protection workflows
- Improved return on investment for creative projects
Why Choose Piracymeter?
- Industry-leading technology: We utilize the most advanced detection algorithms and data analysis tools available.
- Proven track record: We have over 16 years of experience in the anti-piracy field.
- Trusted partner: Piracymeter is a proud member of Google's Trusted Copyright Removal Partner (TCRP) program.
- Focus on user success: We are committed to providing exceptional customer service and ongoing support.
Piracymeter is the future of content protection. Contact us today to learn how we can help you safeguard your content and ensure its success.",Vilnius,"SaaS, Anti-piracy, Content protection, Intellectual Property, Legal Tech",No funding announced yet,2023,https://piracymeter.com/,Active,LT,https://www.linkedin.com/company/piracymeter/
SUMATUS,https://www.eu-startups.com/directory/sumatus/,Lithuania,"AI powered solutions ensure accurate demand planning, improve on-shelf availability, and develops optimal assortments - both at macro and SKU levels.",,Vilnius,"BigData, SaaS",No funding announced yet,2020,https://www.sumatus.eu/,Active,LT,
INNOSENSUS,https://www.eu-startups.com/directory/innosensus/,Lithuania,"It is estimated that 1 of 3 Europeans do not tolerate gluten. Same in USA. These gluten intolerant people are avoiding to eat in the public places: restaurants, cafes, schools, even kindergartens, avoid traveling.",,Vilnius,Health,Between €1 million-€ 2.5 million,2021,https://www.innosensus.com/,Active,LT,
