name,link,category,businessDescription,longBusinessDescription,basedIn,tags,totalFunding,founded,website,companyStatus,linkedin,country
Boat4all.gr,https://www.eu-startups.com/directory/boat4allgr/,Greece,"Boat4All.gr is a trusted boat rental service, offering a variety of boat tours and boat trips from Athens for unforgettable sea adventures. Rent a boat easily and explore the Greek coast!","Boat4All is your go-to destination for boat rentals in Athens, offering a seamless and enjoyable experience for anyone eager to explore the stunning Greek coastline. From luxury yachts to speedboats and traditional motorboats, we provide a wide selection of well-maintained vessels to meet every need. Discover hidden gems and breathtaking scenery on our Athens boat tours and boat trips from Athens, ensuring an unforgettable adventure on the Aegean Sea.",Greece,"boat rental service, rental boat athens, athens boat tours, athens boat trips",No funding announced yet,2025,https://boat4all.gr,Active,,GR
Olivea,https://www.eu-startups.com/directory/olivea/,Greece,"Olivea is a high-quality supplement combining hydroxytyrosol, a powerful antioxidant, with extra virgin olive oil. Designed to support heart health, reduce inflammation, and boost overall well-being, Olivea harnesses the natural benefits of olives in a convenient daily dose. Ideal for those seeking a science-backed way to enhance their health through Mediterranean nutrition.","Olivea is a hydroxytyrosol supplement made with advanced capsule-in-capsule technology and packed with polyphenols from organic, early-harvest Greek olives. Each daily capsule delivers 20mg of hydroxytyrosol—an antioxidant clinically shown to protect LDL cholesterol from oxidation, support blood vessel function, and reduce inflammation. Backed by EFSA health claims and large-scale human studies, Olivea offers a simple, science-backed way to support heart health, brain function, and longevity. Just one capsule gives you the key polyphenols of high-phenolic olive oil—without the calories or guesswork of drinking it by the tablespoon.",Aphin,"Ecommerce, Supplements, Health Products, Wellness, Olive Oil",Between €1-€100K,2024,https://www.myolivea.com/,Active,,GR
Startup Founders Club,https://www.eu-startups.com/directory/startup-founders-club/,Greece,A unique platform offering incubation and scouting services for startups.,"Startup Founders Club is an innovative incubation and scouting platform designed to empower startup founders. We provide tailored support, resources, and mentorship to help entrepreneurs navigate the challenges of building a successful startup. Our unique approach focuses on inclusivity, ensuring that the only selection criterion is the founder's commitment to their startup. With access to exclusive content, tools, and a network of partners, we aim to elevate your startup journey and increase your chances of success.",Kalamata,"incubation, scouting, platform",No funding announced yet,2022,https://www.startupfounders.club/,Active,,GR
Unireview,https://www.eu-startups.com/directory/unireview/,Greece,"Unireview is a university rating platform, designed to help students choose the ideal school for them.","Students need a window to get a first perspective of the student world. We aim to make this window our platform, where students can freely express their views and through their experience advise the next students accordingly.
Our vision is for all young people to be in the ideal school and job for them.
Our website is just one of the ways we bring this vision to life.
In the years to come, with the power of technology and knowledge, we will help young people in other areas such as more efficient studying and career guidance.",Thessaloniki,"university, education, work",No funding announced yet,2024,unireview.gr,Active,https://www.linkedin.com/company/unireviewgr/,GR
Vendora,https://www.eu-startups.com/directory/vendora/,Greece,"The #1 cross-border C2C marketplace of Southeast Europe for vintage, collectibles and crafts","Vendora.gr is a leading consumer-to-consumer online classified ads platform, primarily operating in Greece, Cyprus, and Bulgaria. Founded in 2017, the company is headquartered in Athens, Greece, and has established itself as the largest and fastest-growing marketplace for buying and selling unique, handmade, and pre-owned items across these regions.
Vendora offers a diverse range of products across over 20 categories, catering to various interests and needs.
Vendora acts as a trusted intermediary, ensuring secure transactions by collecting, holding, and releasing payments only when both parties are satisfied. This approach significantly reduces the risk of fraud, providing peace of mind for both buyers and sellers.
Seller benefits:
* Sellers can list their items quickly and safely, with Vendora handling shipping labels and payments.
* The platform offers a user-friendly interface for sellers to manage their listings and transactions efficiently.
Buyer benefits:
* Buyers are guaranteed to receive their items or receive a refund if the transaction does not meet expectations.
* The diverse range of categories ensures that buyers can find unique items that may not be available elsewhere.
Vendora's mission is to promote sustainability through the reuse and recycling of products. By facilitating the buying and selling of second-hand goods, the platform contributes to reducing waste and supporting a circular economy. This approach aligns with global efforts to minimize environmental impact by encouraging the reuse of existing resources.
Vendora is available both as a website and mobile app, ensuring accessibility across various devices. The platform is designed to provide an intuitive user experience, with regular updates to improve functionality and user interface. 
Vendora has built a large and active community of users who are passionate about buying, selling, and upcycling products. The platform's rapid growth is a testament to its popularity and the increasing demand for sustainable and cost-effective shopping solutions in the regions it serves.",Athens,"classifieds, marketplace, circularity",Between €2.5 million-5 million,2017,https://vendora.bg,Active,https://www.linkedin.com/company/vendora/,GR
Meetie,https://www.eu-startups.com/directory/meetie/,Greece,Meetie is a roommate matching platform that helps individuals find their ideal roommate and limit their biggest expense. Housing!,"Meetie is a roommate matching platform, that helps individuals find their ideal roommate and limit their biggest expense. Housing! Unlike traditional listing services, we use advanced algorithms to pair users based on compatibility and preferences. 
Our solution is unique. We focus on detailed user profiles, safety through rigorous verification and a stress-free user experience. We simplify the search process and enhance living experiences for our users, while saving them time and money.",Volos,"RealEstate,Housing,Roommates,Co-Living",Between €1-€100K,2024,http://meetiego.gr/login,Active,https://www.linkedin.com/company/meetiego/,GR
Magicdoor.ai,https://www.eu-startups.com/directory/magicdoorai/,Greece,"Magicdoor.ai is a cutting-edge tool that simplifies access to industry-leading LLMs, including OpenAI GPT and Claude. Its user-friendly design and cost transparency make it ideal for any AI application.","Magicdoor.ai is a versatile platform that unites access to popular LLMs like OpenAI GPT and Anthropic Claude. Its transparent pricing model ensures users are billed only for what they use. With a familiar interface, it is designed for seamless integration into various workflows. Beyond chat features, the platform is expanding to include innovative tools for image generation and beyond. Magicdoor.ai caters to developers, researchers, and businesses seeking cost-effective AI solutions. Each new user receives $0.10 in credit to explore its capabilities. Magicdoor.ai bridges the gap between cutting-edge AI tools and practical applications.",Global,"Startup, Productivity tools, Image generation",No funding announced yet,2024,https://www.magicdoor.ai,Active,https://www.linkedin.com/in/gverheijke/,GR
makdrone,https://www.eu-startups.com/directory/makdrone/,Greece,drone school and service,"MakDrone.gr is a modern company specializing in providing high-quality drone services and products. With a focus on innovation, reliability, and exceptional customer service, MakDrone.gr offers solutions for professionals, hobbyists, and businesses looking to leverage drone technology across various sectors.
Our Services:
Aerial Photography and Videography
Perfect for events, real estate, tourism promotion, and advertising projects.
Precision Agriculture
Utilizing drones for crop spraying, field inspections, and data analysis to optimize agricultural processes.
Infrastructure Inspection
Advanced drone technology for inspecting industrial sites, energy facilities, and large infrastructure projects safely and efficiently.
Drone Sales and Support
Offering a wide range of drones, accessories, and comprehensive support, including repairs and training.",thessaloniki,"drones, photogrammetry, drone EASA certified",No funding announced yet,2022,https://www.makdrone.gr,Active,https://www.linkedin.com/company/74491932/,GR
Verus+ Information Systems,https://www.eu-startups.com/directory/verus-information-systems/,Greece,Digital Transformation Services and Solutions,"At Verus+, we provide end to end solutions and customized strategies to deliver software and technologies that will help your company be competitive and flexible. We specialize in digital transformation and ERP applications for private & public organizations.
Through these services & products, we redesign business processes with you and support the rapid adaptation to any change in the business environment.
Verus+ currently holds 59 Soft1 ERP certifications, is a Silver Partner of Microsoft (Small & Midmarket Cloud Solutions), a member of Lexmark Loyalty Net, an OKI executive series partner, and a certified GDPR service consultant by TUV Nord Hellas.",Thessaloniki,"Soft1 ERP, Software Development, IT Solutions",No funding announced yet,2009,https://verusplus.gr/,Active,https://www.linkedin.com/company/verusplus-information-systems/,GR
Ferry Ports,https://www.eu-startups.com/directory/ferry-ports/,Greece,"Your Guide to Ferry Ports: Comprehensive Information, Timetables, and Expert Advice for Effortless Planning and Smooth Sailing Across All Major Destinations","Ferryports.com is your ultimate resource for detailed information about ferry ports around the world. We provide comprehensive guides, up-to-date schedules, and expert advice to ensure your ferry travel is seamless and enjoyable. Whether you’re planning a quick trip or an extensive journey, our platform offers everything you need to navigate your travels with confidence.",Chania,"travel, blog, tool, affiliate",No funding announced yet,2024,https://ferryports.com/,Active,,GR
Keragon,https://www.eu-startups.com/directory/keragon/,Greece,Keragon is a HIPAA-compliant healthcare integration and automation platform intended to simplify and automate healthcare workflows.,"Keragon is a HIPAA-compliant healthcare integration and automation platform intended to simplify and automate healthcare workflows. The company allows healthcare organizations to connect their disparate systems and automate common tasks, such as appointment scheduling, patient intake and billing, enabling healthcare product teams to improve efficiency, reduce costs and improve patient care. Using Keragon, you can build HIPAA-compliant workflow automation without code and with just a few clicks.",Athens,"automation, healthcare, workflow, HIPAA",Between €1 million-€ 2.5 million,2024,https://www.keragon.com/,Active,https://www.linkedin.com/company/keragon/,GR
SOTIRIA Technology,https://www.eu-startups.com/directory/sotiria-technology/,Greece,SOTIRIA Technology is a Greece based start-up that aspires to lead the European development of Artificial Intelligent (AI) sensing technology tailored to mission critical Aerospace and Defense applications.,,Athens,"AI, Defense, Sensing Technology",Between €1-€100K,2021,https://www.sotiria.tech/,Active,https://gr.linkedin.com/company/sotiria,GR
Nutrifolio,https://www.eu-startups.com/directory/nutrifolio/,Greece,Nutrifolio is an application that helps you find meals/snacks from nearby stores that match your dietary needs.,,Athens,"Food & Drinks, Health",No funding announced yet,2023,https://nutrifolio.eu/,Active,https://www.linkedin.com/company/nutrifolio/,GR
DOBE.io,https://www.eu-startups.com/directory/dobeio/,Greece,Game-based psychometrics to unlock insights on well-being and productivity across all levels of your company.,,Thessaloniki,"Health, SaaS",Between €2.5 million-5 million,2020,https://dobe.io/,Active,https://www.linkedin.com/company/dobe-io/,GR
No Scrubs,https://www.eu-startups.com/directory/no-scrubs/,Greece,Get your laundry done swiftly and affordably with No Scrubs.,"No Scrubs is a top-tier laundry delivery service that combines speed and affordability. Easily schedule a pickup online, and we’ll handle the rest. We pick up your laundry from your home and return it perfectly cleaned and folded within hours. Our service is available seven days a week to suit your schedule. Email notifications ensure you stay informed about your laundry's progress. Customers value our low costs and high standards. No Scrubs makes laundry simple and stress-free.",Austin,"tartup, consumer service, consumer app",No funding announced yet,2020,https://noscrubs.io,Active,,GR
LandTrust,https://www.eu-startups.com/directory/landtrust/,Greece,Bridging the Gap Between Landowners and Recreative Seekers,"Unlock the potential of your property or embark on an unforgettable outdoor journey with LandTrust, the premier destination for landowners and recreation enthusiasts alike. Through our user-friendly platform, landowners can generate income by leasing their land for recreational purposes, while adventurers gain access to off-the-beaten-path destinations. At LandTrust, we prioritize sustainability and conservation, ensuring that every transaction contributes to the preservation of our natural landscapes. Join our thriving community today to explore new terrain, forge lasting connections, and make a positive impact on the environment.",Bozeman,"Startup, marketplace, hunting, fishing, birding, private land",No funding announced yet,2020,https://landtrust.com,Active,,GR
Harbor Lab,https://www.eu-startups.com/directory/harbor-lab/,Greece,"Harbor Lab offers the first e-disbursements account analysis software that automatically calculates and evaluates port expenses against real-time port tariffs. The platform optimizes, digitalizes and streamlines disbursement account analysis creating significant efficiencies and cost savings for Ship Owners, Ship Managers & Charterers.Building Trust in the Maritime Ecosystem.",,Chalandri,"Software Development, Data Protection, Security",Between €10 million-€25 million,2020,https://www.harborlab.com/,Active,https://www.linkedin.com/company/harbor-lab-/,GR
SANDY TZATZOU,https://www.eu-startups.com/directory/sandy-tzatzou/,Greece,Creating a unique - dreamy shopping experience for our community. SANDY TZATZOU is a clothing brand that empowers women to embrace their uniqueness and feel not only confident but happier too. Discover the SANDY TZATZOU world and ''make your life blossom'' .,,Athens,"Retail Apparel, Fashion, Marketing, Sales",Between €100K-€500K,2020,https://sandytzatzou.com,Active,https://www.linkedin.com/in/sandy-tzatzou-1b8a88273/,GR
Inomofloating,https://www.eu-startups.com/directory/inomofloating/,Greece,A booking platform for our Viral Floating products creating new revenue streams to Hotel Owners and delivering unique experiences to the guests,A booking platform for our Viral Floating products creating new revenue streams to Hotel Owners and delivering unique experiences to the guests,Thessaloniki,"Travel & Leisure, Boarding Houses, B2C",Between €100K-€500K,2023,https://www.inomofloating.com,Active,,GR
Nereus Digital Bunkers,https://www.eu-startups.com/directory/nereus-digital-bunkers/,Greece,"NEREUSTM Maritime Software is a cutting-edge maritime software company specializing in marine fuel solutions, leveraging AI and Analytics for efficient bunker management.","Nereus was established in early 2019 as an independent marine fuel broking and technology company.  Our founders, whose more than three decades of combined experience in marine fuel purchasing,  financial market analysis and computer programming, have the vision to bring efficiency and clarity to the marine fuel purchasing market.
This vision led to the creation of the revolutionary and powerful web-based platform, that we now make available to our customers.",Pireás,"Computer Programming, Software, E-commerce, Maritime, B2B, B2C",Between €100K-€500K,2019,https://www.nereus.tech/,Active,https://www.linkedin.com/company/nereus-maritime-software/,GR
Mood: Music of our Desire,https://www.eu-startups.com/directory/mood-music-of-our-desire/,Greece,"Mood is a one-stop shop app for nightlife, offering aggregated, discoverable and personalised content for music events, DJs and venues. Mood has dominated Greece with more than 450 DJs, 800 venues and 900 monthly event listings, and is now raising Seed to expand in Europe. Our first revenues have come from event promotion and music data selling.",,Athens,"Technology, Information, Internet",Between €100K-€500K,2023,https://musicofourdesire.com,Active,https://www.linkedin.com/company/music-of-our-desire/,GR
Metabio,https://www.eu-startups.com/directory/metabio/,Greece,"Metabio provides IT services in the Life science sector with a focus in biobanking, through its proprietary platfrom e-MetaBio, with a SaaS model. The technology provides interoperability , manages data and collects data from all members of the biosample value chain; thus enriching scientific and market value of biosamples.",,Macedonia,"Biotechnology Research, Biobanking, Precisionmedicine, Biosamples",Between €100K-€500K,2018,https://metab.io,Active,https://www.linkedin.com/company/metabio/,GR
eThesis,https://www.eu-startups.com/directory/ethesis/,Greece,"eThesis is a complete thesis/research management platform. We are a SAAS platform in which researchers, professors and students meet, in order to implement a thesis or research project. We help them with tools and features in all steps of the process order to save time to all members.",,Athens,"Higher Education, Collaborative Workspace, Research Tools",Between €100K-€500K,2023,https://ethesisplatform.com/,Active,https://www.linkedin.com/company/ethesisplatform/,GR
Peace by Peas,https://www.eu-startups.com/directory/peace-by-peas/,Greece,"Peace by Peas tempeh is a traditional food, a product of controlled fermentation, rich in protein, fiber, minerals and trace elements. Tempeh lends itself to a complete and healthy diet. It is simple to use, requires no complicated preparation and is ready in minutes.","""We are creating an evolution to traditional Greek (and any ethnic) cuisine, by using fermentation and plant based fermented ingredients to substitute animal analogues and seasonings.
 Thus, our products provide solutions for professional and home cooks who wish to keep the memories of taste and improve their menus in terms of sustainability and health.""",Amarynthos,"E-commerce, Plant-based Products, Health & Wellness, B2C",Between €100K-€500K,2021,https://www.peacebypeas.eu,Active,,GR
Car Experts,https://www.eu-startups.com/directory/car-experts/,Greece,"B2C for End Users using our portal, and B2B for business clients that are paricipating our platform, app. Technology been used is php, javascript, wordpress, mysql, apache. CarExperts is here to select and showcase the car-related people and businesses that stand out.",,Athens,"Motor Vehicle Manufacturing, Electricians, B2C, B2B",Between €100K-€500K,2023,https://carexperts.gr,Active,https://www.linkedin.com/company/carexpertsgreece/,GR
Whoopee,https://www.eu-startups.com/directory/whoopee/,Greece,"Whoopee operates as proprietary software, providing comprehensive end-to-end Customer Data Platform (CDP) and Customer Management System (CMS) solutions. Whoopee is an innovative digital marketing experience platform designed to address the core challenges faced by enterprises, marketing agencies, and professionals in the marketing technology sector.",,Athens,"Marketing Services, Artificial Intelligence, Composable Digital Experience Platform",Between €100K-€500K,2021,http://whoopee.gr/,Active,https://www.linkedin.com/company/whoopee-gr/,GR
Travelr,https://www.eu-startups.com/directory/travelr/,Greece,"Travelr is a B2B / B2G SaaS platform with business travellers in mind, providing optimised AI-powered recommendations and fintech tools enabling organisations to reduce costs, save time, and automate travel management.","At Travelr, we enable organisations to reduce costs, save time, and automate travel management through our innovative SaaS platform crafted by travel professionals for travel professionals.
 
Today, travel managers and travellers face considerable challenges when arranging travel for business & leisure purposes – high travel agency fees, fragmented information, ensuring business flexibility can remain within each trip’s allocated budget, accounting/expense reporting and control are common pain points worldwide.
 
We are building a fintech-enabled platform which focuses on the specific needs of business travellers and travel managers – and which will eventually train TravelrGPT, our AI model, which will: 
* Assign organisations and travellers into micro-cohorts
* Automate repetitive tasks
* Remember preferences from previous trips
* And recommend cost-saving and experience-improving tweaks to previous business travel flows.",Nea Filadelfeia,"business travel, fintech, payments, tourism",No funding announced yet,2022,https://travelr.gr,Active,https://www.linkedin.com/company/travelrgr/,GR
KRIXAIR,https://www.eu-startups.com/directory/krixair/,Greece,"We are the manufacturers of the cheapest and most powerful electric motors, low-carbon motors made from recycled plastic, without the use of aluminum.
Our brushless DC motor is based on a new patented principle of positioning the stator and rotor of the motor relative to each other. We call it the ONRUNN multi-rotor system.

The unique design of the case allows you to make it from cheap recycled the innovative design reduces the number of parts during.
assembly by up to 30 percent compared to similar products.
The innovative patented method of calculating and designing the engine makes maximum use of all the magnetic induction power of our engine.","About Brushless Motor Business
The brushless motor market inAsia Pacific is expectedto  grow significantly during
the forecast period. This is due to the processes of process, population growth and accelerated urbanization in the countries of the Asia-Pacific region, which will contribute to the development of the market. Moreover, the Chinese brushless DC motor market dominates the new market, and the Indian brushless DC motor market, as the leading market, will grow steadily in Asia-Pacific.
The brushless  Motor market in Europeancountries is the second largest market dueto the increasing consumption of motorized vehicles.
In addition, the German brushless DC motor market holds the largest market share, while the UK brushless DC motormarket is expected to grow in the European market, according to the expert.
The Brushless DC Motor market segmentation based on end use includes manufacturing, medical equipment, automotive, consumer electronics and drones.
Consumer electronics dominated the market, accounting for up to 38% of the market share in 2022 (US$3.2 billion). It is widely used in industrial applications such as laser scanning instruments and is often used in controlling motorized wipers, seats, adjustable window mirrors and massage seats, among other additional functions.
The brushless DC motor market size is estimated at US$ 8.5 billion  in 2022.
The brushless DC motor market is  projected to grow by US$ 9.19 billion dollars in 2023 to US$ 18.71 billion by 2032, showing a compound annual growth rate (CAGR) of 8.21% during this period, forecast period 2023-2032.
Today,  the most common option is brushless DC motors, which have one rotor with permanent magnets and one stator with windings. By design, brushless motors are divided into two groups :  inrunner and outrunner
The Brushless DC Motor market segmentation by type includes only Inrunner and Outrunner.  Insert picture in sections External rotor dominated the market with 62% market share ($5.3 billion) in 2022. 
The segmentation of the brushless DC motors according to speed includes less than 500 rpm, 501-2000 rpm, 2001 -10000 rpm and more than 100 rpm.
The 2001 - 10,000 rpm category generated the highest revenue at about 47% ($4 billion)  in 2022.
Our goal is to become one of the global engine manufacturers.
We plan to get 13% of the engine sales market within  5 years, which will amount to 1,9$ billion DC motor market.",Athens,"brushless, DC plastic motor,",Between €5 million-€10 million,2020,https://krixair.com/,Active,https://www.linkedin.com/in/krix-air-1a2ba92b2/,GR
